YEAR,TOTAL_POP,GEOLEV2,EDU_LESS_PRIM_POP,EDU_PRIM_POP,EDU_SEC_POP,EDU_UNI_POP,EDU_UK_POP,EDU_LESS_PRIM_PCT,EDU_PRIM_PCT,EDU_SEC_PCT,EDU_UNI_PCT,EDU_UK_PCT,ELEC_YES_HH,ELEC_NO_HH,ELEC_UK_HH,ELEC_YES_PCT,ELEC_NO_PCT,ELEC_UK_PCT,EMPLOYED_POP,UNEMPLOYED_POP,EMP_IN_POP,EMP_UK_POP,EMPLOYED_PCT,UNEMPLOYED_PCT,EMP_IN_PCT,EMP_UK_PCT,INT_NO_HH,INT_YES_HH,INT_UK_HH,INT_NO_PCT,INT_YES_PCT,INT_UK_PCT,AFRDES_YES_POP,AFRDES_NO_POP,AFRDES_UK_POP,AFRDES_YES_PCT,AFRDES_NO_PCT,AFRDES_UK_PCT,INDIG_YES_POP,INDIG_NO_POP,INDIG_UK_POP,INDIG_YES_PCT,INDIG_NO_PCT,INDIGS_UK_PCT,OWNED_HH,UNOWNED_HH,OWNED_UK_HH,OWNED_PCT,UNOWNED_PCT,OWNED_UK_PCT,ABOVE_POVERTY_POP,BELOW_POVERTY_POP,ABOVE_POVERTY_PCT,BELOW_POVERTY_PCT,RURAL_HH,URBAN_HH,RURAL_PCT,URBAN_PCT
2020,125515554,484005005,538,775,202,41,1,34.55,49.78,12.97,2.63,0.06,1635,7,0,99.57,0.43,0.0,469,169,637,4,36.67,13.21,49.8,0.31,1374,268,0,83.68,16.32,0.0,14.0,1624.0,5.0,0.85,98.84,0.3,13.0,1544.0,0.0,0.83,99.17,0.0,1174,468,0,71.5,28.5,0.0,255,214,54.37,45.63,1643,0,100.0,0.0
2020,125515554,484005006,7226,13956,5138,1158,98,26.2,50.61,18.63,4.2,0.36,28855,212,0,99.27,0.73,0.0,9368,1601,11376,55,41.82,7.15,50.79,0.25,18570,10472,25,63.89,36.03,0.09,108.0,28967.0,27.0,0.37,99.54,0.09,29.0,27505.0,42.0,0.11,99.74,0.15,23668,5399,0,81.43,18.57,0.0,6923,2450,73.86,26.14,2812,26290,9.66,90.34
2020,125515554,484005007,3614,5876,1799,636,46,30.19,49.09,15.03,5.31,0.38,12580,117,0,99.08,0.92,0.0,4470,560,4671,13,46.02,5.76,48.09,0.13,9013,3684,0,70.99,29.01,0.0,10.0,12663.0,24.0,0.08,99.73,0.19,10.0,11933.0,28.0,0.08,99.68,0.23,9512,3185,0,74.92,25.08,0.0,3027,1443,67.72,32.28,2750,9947,21.66,78.34
2020,125515554,484005008,879,1623,353,36,4,30.36,56.06,12.19,1.24,0.14,3030,12,0,99.61,0.39,0.0,960,254,1116,9,41.04,10.86,47.71,0.38,2184,858,0,71.79,28.21,0.0,11.0,3035.0,2.0,0.36,99.57,0.07,6.0,2888.0,1.0,0.21,99.76,0.03,2435,607,0,80.05,19.95,0.0,567,393,59.06,40.94,3048,0,100.0,0.0
2020,125515554,484005009,16032,26386,9218,3250,192,29.11,47.91,16.74,5.9,0.35,58912,101,0,99.83,0.17,0.0,21161,3019,21112,46,46.67,6.66,46.57,0.1,37519,21476,18,63.58,36.39,0.03,111.0,58902.0,0.0,0.19,99.81,0.0,739.0,54132.0,207.0,1.34,98.28,0.38,48663,10350,0,82.46,17.54,0.0,12725,8421,60.18,39.82,26562,32451,45.01,54.99
2020,125515554,484005010,16985,37927,17040,5404,168,21.91,48.92,21.98,6.97,0.22,82223,105,0,99.87,0.13,0.0,28511,4293,31046,209,44.51,6.7,48.46,0.33,33536,48792,0,40.73,59.27,0.0,298.0,82040.0,0.0,0.36,99.64,0.0,211.0,77143.0,170.0,0.27,99.51,0.22,63494,18834,0,77.12,22.88,0.0,23550,4910,82.75,17.25,5692,76646,6.91,93.09
2020,125515554,484005011,3436,6071,1512,252,30,30.4,53.72,13.38,2.23,0.27,11802,38,0,99.68,0.32,0.0,3854,1199,4133,14,41.89,13.03,44.92,0.15,9908,1923,9,83.68,16.24,0.08,903.0,10947.0,23.0,7.61,92.2,0.19,305.0,10987.0,9.0,2.7,97.22,0.08,9152,2688,0,77.3,22.7,0.0,2498,1338,65.12,34.88,6279,5594,52.88,47.12
2020,125515554,484005012,516,849,185,10,6,32.95,54.21,11.81,0.64,0.38,1618,12,0,99.26,0.74,0.0,599,108,608,0,45.55,8.21,46.24,0.0,1283,347,0,78.71,21.29,0.0,12.0,1622.0,0.0,0.73,99.27,0.0,76.0,1490.0,0.0,4.85,95.15,0.0,1054,576,0,64.66,35.34,0.0,436,162,72.91,27.09,1634,0,100.0,0.0
2020,125515554,484005013,573,826,186,29,3,35.44,51.08,11.5,1.79,0.19,1725,10,0,99.42,0.58,0.0,588,104,576,0,46.37,8.2,45.43,0.0,1413,322,0,81.44,18.56,0.0,0.0,1734.0,1.0,0.0,99.94,0.06,0.0,1616.0,1.0,0.0,99.94,0.06,1274,461,0,73.43,26.57,0.0,482,106,81.97,18.03,1735,0,100.0,0.0
2020,125515554,484005014,2963,4773,1046,75,0,33.45,53.89,11.81,0.85,0.0,9185,162,0,98.27,1.73,0.0,3386,970,2906,10,46.56,13.34,39.96,0.14,7066,2281,0,75.6,24.4,0.0,37.0,9310.0,0.0,0.4,99.6,0.0,53.0,8801.0,3.0,0.6,99.37,0.03,7381,1966,0,78.97,21.03,0.0,2562,821,75.73,24.27,5779,3568,61.83,38.17
2020,125515554,484005015,433,818,216,32,0,28.89,54.57,14.41,2.13,0.0,1575,9,0,99.43,0.57,0.0,587,95,555,3,47.34,7.66,44.76,0.24,1368,216,0,86.36,13.64,0.0,0.0,1584.0,2.0,0.0,99.87,0.13,3.0,1496.0,0.0,0.2,99.8,0.0,1178,406,0,74.37,25.63,0.0,370,216,63.14,36.86,1586,0,100.0,0.0
2020,125515554,484005016,402,898,307,77,9,23.74,53.04,18.13,4.55,0.53,1758,6,0,99.66,0.34,0.0,543,186,702,6,37.79,12.94,48.85,0.42,1577,187,0,89.4,10.6,0.0,3.0,1758.0,3.0,0.17,99.66,0.17,9.0,1683.0,1.0,0.53,99.41,0.06,1334,430,0,75.62,24.38,0.0,357,186,65.75,34.25,1764,0,100.0,0.0
2020,125515554,484005017,30922,54879,18814,7527,292,27.5,48.81,16.73,6.69,0.26,117667,52,0,99.96,0.04,0.0,47653,6401,38381,216,51.43,6.91,41.43,0.23,74180,43420,119,63.01,36.88,0.1,813.0,116983.0,56.0,0.69,99.26,0.05,2745.0,109536.0,153.0,2.44,97.42,0.14,97085,20634,0,82.47,17.53,0.0,31819,15158,67.73,32.27,39582,78270,33.59,66.41
2020,125515554,484005018,50343,99151,46375,29337,528,22.3,43.92,20.54,13.0,0.23,237427,167,0,99.93,0.07,0.0,91883,10776,83669,130,49.28,5.78,44.87,0.07,80445,157077,72,33.86,66.11,0.03,1390.0,236187.0,243.0,0.58,99.31,0.1,7536.0,217272.0,926.0,3.34,96.25,0.41,184463,53131,0,77.64,22.36,0.0,71483,20140,78.02,21.98,781,237039,0.33,99.67
2020,125515554,484005019,1905,4204,1084,284,37,25.35,55.95,14.43,3.78,0.49,7853,20,0,99.75,0.25,0.0,3145,269,2806,10,50.48,4.32,45.04,0.16,2955,4918,0,37.53,62.47,0.0,19.0,7852.0,2.0,0.24,99.73,0.03,56.0,7449.0,9.0,0.75,99.13,0.12,5361,2512,0,68.09,31.91,0.0,2407,734,76.63,23.37,1138,6735,14.45,85.55
2020,125515554,484005020,17466,36050,10304,3456,275,25.86,53.37,15.25,5.12,0.41,71486,42,0,99.94,0.06,0.0,23562,6875,25412,98,42.11,12.29,45.42,0.18,33583,37935,10,46.95,53.04,0.01,1907.0,69678.0,19.0,2.66,97.31,0.03,663.0,66825.0,63.0,0.98,98.93,0.09,52189,19339,0,72.96,27.04,0.0,16144,7408,68.55,31.45,2835,68769,3.96,96.04
2020,125515554,484005021,1350,3522,1123,236,40,21.53,56.16,17.91,3.76,0.64,6527,11,0,99.83,0.17,0.0,2198,493,2652,4,41.11,9.22,49.6,0.07,5052,1486,0,77.27,22.73,0.0,15.0,6523.0,0.0,0.23,99.77,0.0,21.0,6250.0,0.0,0.33,99.67,0.0,5503,1035,0,84.17,15.83,0.0,1541,653,70.24,29.76,2144,4394,32.79,67.21
2020,125515554,484005022,8216,17377,4738,935,83,26.21,55.43,15.11,2.98,0.26,32961,95,0,99.71,0.29,0.0,10402,2165,12712,41,41.08,8.55,50.21,0.16,15252,17779,25,46.14,53.78,0.08,65.0,32983.0,8.0,0.2,99.78,0.02,397.0,30942.0,10.0,1.27,98.7,0.03,23489,9567,0,71.06,28.94,0.0,8797,1586,84.73,15.27,1252,31804,3.79,96.21
2020,125515554,484005023,2941,4416,1373,272,20,32.6,48.95,15.22,3.01,0.22,9481,25,0,99.74,0.26,0.0,3134,627,3406,15,43.64,8.73,47.42,0.21,6313,3183,10,66.41,33.48,0.11,9.0,9491.0,6.0,0.09,99.84,0.06,218.0,8778.0,26.0,2.42,97.3,0.29,6483,3023,0,68.2,31.8,0.0,2085,1049,66.53,33.47,6199,3307,65.21,34.79
2020,125515554,484005024,10229,21601,7548,2422,146,24.39,51.5,17.99,5.77,0.35,44224,38,0,99.91,0.09,0.0,17983,2679,14665,38,50.85,7.58,41.47,0.11,29460,14802,0,66.56,33.44,0.0,179.0,44080.0,26.0,0.4,99.54,0.06,1364.0,40469.0,113.0,3.25,96.48,0.27,33788,10474,0,76.34,23.66,0.0,11559,6417,64.3,35.7,7986,36299,18.03,81.97
2020,125515554,484005025,37964,84777,29681,12971,336,22.91,51.15,17.91,7.83,0.2,174573,41,0,99.98,0.02,0.0,71100,9824,56249,139,51.78,7.15,40.96,0.1,51739,122875,0,29.63,70.37,0.0,222.0,174687.0,29.0,0.13,99.86,0.02,1146.0,164388.0,195.0,0.69,99.19,0.12,124707,49907,0,71.42,28.58,0.0,58587,12117,82.86,17.14,1423,173515,0.81,99.19
2020,125515554,484005026,918,1726,356,41,10,30.09,56.57,11.67,1.34,0.33,3218,1,0,99.97,0.03,0.0,965,287,1283,7,37.96,11.29,50.47,0.28,2405,814,0,74.71,25.29,0.0,2.0,3214.0,3.0,0.06,99.84,0.09,7.0,3040.0,4.0,0.23,99.64,0.13,2527,692,0,78.5,21.5,0.0,601,362,62.41,37.59,3219,0,100.0,0.0
2020,125515554,484005027,28179,53377,21269,11320,467,24.59,46.57,18.56,9.88,0.41,120829,45,0,99.96,0.04,0.0,53016,5448,34378,304,56.92,5.85,36.91,0.33,46024,74850,0,38.08,61.92,0.0,1595.0,119071.0,256.0,1.32,98.47,0.21,4420.0,109701.0,491.0,3.86,95.72,0.43,87806,33068,0,72.64,27.36,0.0,41850,10827,79.45,20.55,7037,113885,5.82,94.18
2020,125515554,484005028,13892,30163,12094,5123,165,22.61,49.1,19.69,8.34,0.27,64671,83,0,99.87,0.13,0.0,24211,5488,21831,36,46.95,10.64,42.34,0.07,26943,37811,0,41.61,58.39,0.0,2509.0,62257.0,10.0,3.87,96.11,0.02,1925.0,59382.0,130.0,3.13,96.66,0.21,46621,18133,0,72.0,28.0,0.0,18363,5805,75.98,24.02,2614,62162,4.04,95.96
2020,125515554,484005029,619,1205,409,106,4,26.42,51.43,17.46,4.52,0.17,2470,1,0,99.96,0.04,0.0,887,168,884,4,45.65,8.65,45.5,0.21,2157,314,0,87.29,12.71,0.0,7.0,2464.0,0.0,0.28,99.72,0.0,3.0,2335.0,5.0,0.13,99.66,0.21,1969,502,0,79.68,20.32,0.0,644,243,72.6,27.4,2471,0,100.0,0.0
2020,125515554,484005030,175332,367668,157777,128898,3019,21.06,44.15,18.95,15.48,0.36,876520,137,658,99.91,0.02,0.08,361446,55931,274213,1562,52.15,8.07,39.56,0.23,254497,622160,658,29.01,70.92,0.08,7422.0,868268.0,2056.0,0.85,98.92,0.23,21289.0,805902.0,5503.0,2.56,96.78,0.66,674461,201206,1648,76.88,22.93,0.19,284764,71637,79.9,20.1,15530,862216,1.77,98.23
2020,125515554,484005031,5283,11281,5201,1604,149,22.46,47.97,22.11,6.82,0.63,24683,34,0,99.86,0.14,0.0,8934,1185,9298,42,45.91,6.09,47.78,0.22,15437,9280,0,62.45,37.55,0.0,182.0,24504.0,55.0,0.74,99.04,0.22,313.0,23095.0,110.0,1.33,98.2,0.47,18103,6614,0,73.24,26.76,0.0,6467,2404,72.9,27.1,1134,23607,4.58,95.42
2020,125515554,484005032,8442,21753,6828,2835,126,21.11,54.4,17.08,7.09,0.32,42162,50,0,99.88,0.12,0.0,14501,3095,16054,11,43.08,9.19,47.69,0.03,16029,26075,108,37.97,61.77,0.26,198.0,41957.0,57.0,0.47,99.4,0.14,118.0,39620.0,246.0,0.3,99.09,0.62,31158,11054,0,73.81,26.19,0.0,11320,3167,78.14,21.86,2059,40153,4.88,95.12
2020,125515554,484005033,28346,46129,15011,5191,396,29.81,48.52,15.79,5.46,0.42,100491,240,0,99.76,0.24,0.0,36185,7195,34129,142,46.6,9.27,43.95,0.18,61376,39355,0,60.93,39.07,0.0,157.0,100595.0,68.0,0.16,99.78,0.07,362.0,94469.0,242.0,0.38,99.36,0.25,81222,19509,0,80.63,19.37,0.0,20640,15490,57.13,42.87,36194,64626,35.9,64.1
2020,125515554,484005034,1711,3031,1052,293,1,28.1,49.79,17.28,4.81,0.02,6508,15,0,99.77,0.23,0.0,2417,295,2077,16,50.3,6.14,43.23,0.33,4488,2035,0,68.8,31.2,0.0,6.0,6518.0,5.0,0.09,99.83,0.08,33.0,6043.0,12.0,0.54,99.26,0.2,3529,2994,0,54.1,45.9,0.0,1832,570,76.27,23.73,1609,4920,24.64,75.36
2020,125515554,484005035,144209,296048,137387,104408,1515,21.1,43.31,20.1,15.27,0.22,717653,270,0,99.96,0.04,0.0,295199,48390,229531,1070,51.41,8.43,39.97,0.19,249981,467792,150,34.82,65.16,0.02,6383.0,710086.0,2056.0,0.89,98.83,0.29,16130.0,664896.0,2541.0,2.36,97.27,0.37,536897,179931,1095,74.78,25.06,0.15,212449,80953,72.41,27.59,21019,697506,2.93,97.07
2020,125515554,484005036,6222,10033,2555,244,39,32.59,52.55,13.38,1.28,0.2,20098,16,0,99.92,0.08,0.0,6332,2543,6701,54,40.51,16.27,42.87,0.35,17297,2805,12,85.99,13.95,0.06,70.0,20106.0,12.0,0.35,99.59,0.06,421.0,18624.0,48.0,2.2,97.54,0.25,18081,2033,0,89.89,10.11,0.0,3469,2830,55.07,44.93,16942,3246,83.92,16.08
2020,125515554,484005037,1638,3380,670,93,9,28.29,58.38,11.57,1.61,0.16,6169,16,0,99.74,0.26,0.0,2285,305,2117,10,48.44,6.47,44.88,0.21,4391,1794,0,70.99,29.01,0.0,2.0,6175.0,11.0,0.03,99.79,0.18,149.0,5614.0,27.0,2.57,96.96,0.47,3981,2204,0,64.37,35.63,0.0,1627,652,71.39,28.61,953,5235,15.4,84.6
2020,125515554,484005038,3714,6575,1702,403,6,29.95,53.02,13.73,3.25,0.05,13019,68,0,99.48,0.52,0.0,5121,1021,4105,2,49.97,9.96,40.05,0.02,7448,5627,12,56.91,43.0,0.09,60.0,13047.0,3.0,0.46,99.52,0.02,111.0,12279.0,10.0,0.9,99.02,0.08,8742,4345,0,66.8,33.2,0.0,3604,1507,70.51,29.49,3255,9855,24.83,75.17
2020,125515554,484006001,51125,91836,45627,19403,407,24.53,44.07,21.89,9.31,0.2,216677,507,6,99.76,0.23,0.0,97561,13029,64728,550,55.47,7.41,36.8,0.31,86874,130301,15,40.0,59.99,0.01,2753.0,215038.0,166.0,1.26,98.66,0.08,12582.0,195112.0,704.0,6.04,93.62,0.34,139931,77253,6,64.43,35.57,0.0,71971,25222,74.05,25.95,18235,199722,8.37,91.63
2020,125515554,484006002,35619,59699,30703,22434,638,23.89,40.04,20.59,15.05,0.43,153813,526,0,99.66,0.34,0.0,78152,6078,42486,247,61.55,4.79,33.46,0.19,42171,112120,48,27.32,72.65,0.03,1639.0,153484.0,50.0,1.06,98.91,0.03,21388.0,127612.0,93.0,14.35,85.59,0.06,95200,59139,0,61.68,38.32,0.0,54486,23295,70.05,29.95,10083,145090,6.5,93.5
2020,125515554,484006003,6151,10034,3045,1575,42,29.51,48.13,14.61,7.56,0.2,21378,153,24,99.18,0.71,0.11,10060,2174,5300,50,57.21,12.36,30.14,0.28,11971,9560,24,55.54,44.35,0.11,361.0,21229.0,12.0,1.67,98.27,0.06,10414.0,10384.0,49.0,49.95,49.81,0.24,14787,6744,24,68.6,31.29,0.11,5900,4155,58.68,41.32,9603,11999,44.45,55.55
2020,125515554,484006004,6269,9609,2795,1223,13,31.49,48.26,14.04,6.14,0.07,20583,158,0,99.24,0.76,0.0,9536,1592,5869,41,55.97,9.34,34.45,0.24,9433,11308,0,45.48,54.52,0.0,206.0,20596.0,10.0,0.99,98.96,0.05,2811.0,17090.0,8.0,14.12,85.84,0.04,12926,7815,0,62.32,37.68,0.0,5875,3621,61.87,38.13,6653,14159,31.97,68.03
2020,125515554,484006005,7520,13674,5825,2962,5,25.08,45.6,19.43,9.88,0.02,30995,55,0,99.82,0.18,0.0,13621,1325,10616,52,53.18,5.17,41.45,0.2,12085,18950,15,38.92,61.03,0.05,290.0,30893.0,0.0,0.93,99.07,0.0,3974.0,25998.0,14.0,13.25,86.7,0.05,21341,9709,0,68.73,31.27,0.0,8968,4653,65.84,34.16,8132,23051,26.08,73.92
