GEOLEV2,INT_NO_HH,INT_YES_HH,INT_UK_HH,INT_NO_PCT,INT_YES_PCT,INT_UK_PCT
484014108,29792,6004,32,83.15,16.76,0.09
484014109,16789,1400,76,91.92,7.66,0.42
484014110,10168,2679,152,78.22,20.61,1.17
484014111,4918,1212,12,80.07,19.73,0.2
484014112,5172,1104,2,82.38,17.59,0.03
484014113,13448,1511,107,89.26,10.03,0.71
484014114,14406,2531,118,84.47,14.84,0.69
484014115,5197,345,82,92.41,6.13,1.46
484014116,13784,3975,75,77.29,22.29,0.42
484014117,3187,129,1,96.08,3.89,0.03
484014118,19458,2448,6,88.8,11.17,0.03
484014119,23833,3373,51,87.44,12.37,0.19
484014120,664307,567402,6490,53.65,45.82,0.52
484014121,24975,3363,0,88.13,11.87,0.0
484014122,6720,448,0,93.75,6.25,0.0
484014123,16629,1061,96,93.49,5.97,0.54
484014124,56342,8094,224,87.14,12.52,0.35
484015001,56971,2720,381,94.84,4.53,0.63
484015002,112524,19156,847,84.91,14.45,0.64
484015003,42285,1231,429,96.22,2.8,0.98
484015004,13780,423,141,96.07,2.95,0.98
484015005,124461,18488,1202,86.34,12.83,0.83
484015006,9340,2275,9,80.35,19.57,0.08
484015007,20650,780,179,95.56,3.61,0.83
484015008,22988,1721,0,93.03,6.97,0.0
484015009,40868,8426,517,82.05,16.92,1.04
484015010,23041,2771,70,89.02,10.71,0.27
484015011,3177416,1110540,26363,73.65,25.74,0.61
484015012,9765,1221,21,88.72,11.09,0.19
484015013,297206,189399,3274,60.67,38.66,0.67
484015014,80353,13437,360,85.35,14.27,0.38
484015015,25602,2172,114,91.8,7.79,0.41
484015016,24248,1062,20,95.73,4.19,0.08
484015017,8326,962,18,89.47,10.34,0.19
484015018,42124,4804,77,89.62,10.22,0.16
484015019,26940,4534,53,85.45,14.38,0.17
484015020,160702,116185,1828,57.66,41.69,0.66
484015021,34830,1573,0,95.68,4.32,0.0
484015022,10719,2377,16,81.75,18.13,0.12
484015023,32475,5360,85,85.64,14.14,0.22
484015024,849357,398651,6580,67.7,31.78,0.52
484015025,558824,103584,1468,84.18,15.6,0.22
484015026,27104,501,50,98.01,1.81,0.18
484015027,9862,1138,30,89.41,10.32,0.27
484015028,21476,4181,244,82.92,16.14,0.94
484015029,139215,35366,260,79.62,20.23,0.15
484015030,19829,4089,161,82.35,16.98,0.67
484015031,33018,126,162,99.14,0.38,0.49
484015032,8028,508,10,93.94,5.94,0.12
484015033,88703,10664,207,89.08,10.71,0.21
484015034,37155,1763,56,95.33,4.52,0.14
484015035,141471,96535,4627,58.31,39.79,1.91
484015036,8458,953,19,89.69,10.11,0.2
484015037,344562,120679,2788,73.62,25.78,0.6
484015038,29125,4931,150,85.15,14.42,0.44
484015039,6600,80,50,98.07,1.19,0.74
484015040,133345,7981,279,94.17,5.64,0.2
484015041,25393,1582,56,93.94,5.85,0.21
484015042,26590,8530,55,75.59,24.25,0.16
484015043,78973,3821,158,95.2,4.61,0.19
484015044,15106,2365,46,86.24,13.5,0.26
484015045,66720,1276,686,97.14,1.86,1.0
484015046,56747,3766,84,93.65,6.21,0.14
484015047,12207,440,16,96.4,3.47,0.13
484015048,21428,2195,43,90.54,9.27,0.18
484015049,115570,18657,522,85.77,13.85,0.39
484015050,25000,1512,48,94.13,5.69,0.18
484015051,40971,8414,589,81.98,16.84,1.18
484015052,120309,92957,1335,56.06,43.32,0.62
484015053,7798,1451,37,83.98,15.63,0.4
484015054,27175,885,156,96.31,3.14,0.55
484015055,553177,268413,8226,66.66,32.35,0.99
484015056,31514,3285,295,89.8,9.36,0.84
484015057,285630,78033,1644,78.19,21.36,0.45
484015058,7659,835,21,89.95,9.81,0.25
484015059,52373,8485,349,85.57,13.86,0.57
484015060,29308,1328,32,95.57,4.33,0.1
484015061,31473,1239,35,96.11,3.78,0.11
484015062,30164,3332,96,89.8,9.92,0.29
484015063,4744,96,11,97.79,1.98,0.23
484015064,72975,5952,1092,91.2,7.44,1.36
484015065,24623,3141,58,88.5,11.29,0.21
484015066,3168,903,40,77.06,21.97,0.97
484015067,206401,46896,529,81.32,18.48,0.21
484015068,11553,795,86,92.91,6.39,0.69
484015069,10582,1641,0,86.57,13.43,0.0
484015070,19406,2521,27,88.39,11.48,0.12
484015071,207102,2722,794,98.33,1.29,0.38
484015072,21269,3306,106,86.18,13.39,0.43
484015073,59928,11049,573,83.76,15.44,0.8
484015074,6098,200,12,96.64,3.17,0.19
484015075,9258,714,24,92.62,7.14,0.24
484015076,11466,220,17,97.97,1.88,0.15
484015077,23925,777,57,96.63,3.14,0.23
484015078,282350,80028,2162,77.45,21.95,0.59
484015079,88971,8538,821,90.48,8.68,0.83
484015080,8778,1681,132,82.88,15.87,1.25
484015081,32686,1370,352,95.0,3.98,1.02
484015082,60846,1468,116,97.46,2.35,0.19
484015083,31817,415,184,98.15,1.28,0.57
484015084,87453,2788,758,96.1,3.06,0.83
484015085,77866,10906,869,86.86,12.17,0.97
484015086,9329,1562,44,85.31,14.28,0.4
484015087,67243,8714,357,88.11,11.42,0.47
484015088,52090,10358,405,82.88,16.48,0.64
484015089,43468,8774,157,82.96,16.74,0.3
484015090,23856,2584,585,88.27,9.56,2.16
484015091,16391,1452,60,91.55,8.11,0.34
484015092,31019,3696,273,88.66,10.56,0.78
484015093,15509,633,129,95.32,3.89,0.79
484015094,4821,256,16,94.66,5.03,0.31
484015095,32277,3910,78,89.0,10.78,0.22
484015096,61520,7652,236,88.64,11.02,0.34
484015097,13800,342,82,97.02,2.4,0.58
484015098,34418,10985,33,75.75,24.18,0.07
484015099,33379,961,48,97.07,2.79,0.14
484015100,584474,226489,8625,71.31,27.63,1.05
484015101,10603,1712,0,86.1,13.9,0.0
484015102,73796,18036,452,79.97,19.54,0.49
484015103,53512,7048,274,87.96,11.59,0.45
484015104,48462,317,158,99.03,0.65,0.32
484015105,40247,2493,243,93.63,5.8,0.57
484015106,56942,4056,458,92.65,6.6,0.75
484015107,92526,2308,96,97.47,2.43,0.1
484015108,39479,6298,232,85.81,13.69,0.5
484015109,3674,346,21,90.92,8.56,0.52
484015110,15506,390,6,97.51,2.45,0.04
484015111,153473,13176,576,91.78,7.88,0.34
484015112,16015,415,229,96.13,2.49,1.37
484015113,129163,28928,192,81.6,18.28,0.12
484016001,9369,400,36,95.55,4.08,0.37
484016002,14475,1130,70,92.34,7.21,0.45
484016003,18880,1330,113,92.9,6.54,0.56
484016004,101101,7634,348,92.68,7.0,0.32
484016005,11525,559,19,95.22,4.62,0.16
484016006,104913,17744,776,85.0,14.38,0.63
484016007,3008,88,12,96.78,2.83,0.39
484016008,22253,331,152,97.88,1.46,0.67
484016009,34284,1176,264,95.97,3.29,0.74
484016010,20468,1948,262,90.25,8.59,1.16
484016011,10570,1148,36,89.93,9.77,0.31
484016012,40393,2499,153,93.84,5.81,0.36
484016013,8469,396,57,94.92,4.44,0.64
484016014,12055,1324,332,87.92,9.66,2.42
484016015,16296,1820,114,89.39,9.98,0.63
484016016,21042,346,127,97.8,1.61,0.59
484016017,49141,689,278,98.07,1.38,0.55
484016018,9003,412,13,95.49,4.37,0.14
484016019,15924,3160,152,82.78,16.43,0.79
484016020,25998,1243,243,94.59,4.52,0.88
484016021,11003,148,65,98.1,1.32,0.58
484016022,18869,1276,165,92.9,6.28,0.81
484016023,8703,671,8,92.76,7.15,0.09
484016024,16527,1185,142,92.57,6.64,0.8
484016025,34349,2043,244,93.76,5.58,0.67
484016026,6002,64,18,98.65,1.05,0.3
484016027,4479,98,30,97.22,2.13,0.65
484016028,4102,486,4,89.33,10.58,0.09
484016029,13922,513,286,94.57,3.48,1.94
484016030,11474,1304,117,88.98,10.11,0.91
484016031,14313,361,0,97.54,2.46,0.0
484016032,18816,984,56,94.76,4.96,0.28
484016033,105836,11496,492,89.83,9.76,0.42
484016034,31001,1257,289,95.25,3.86,0.89
484016035,11045,1056,61,90.82,8.68,0.5
484016036,7382,108,34,98.11,1.44,0.45
484016037,38168,3815,64,90.77,9.07,0.15
484016038,7510,282,106,95.09,3.57,1.34
484016039,14611,926,38,93.81,5.95,0.24
484016040,13279,200,261,96.64,1.46,1.9
484016041,12604,950,20,92.85,7.0,0.15
484016042,54642,7324,447,87.55,11.73,0.72
484016043,12238,424,24,96.47,3.34,0.19
484016044,38380,9974,213,79.02,20.54,0.44
484016045,13278,263,214,96.53,1.91,1.56
484016046,20714,465,24,97.69,2.19,0.11
484016047,6552,278,120,94.27,4.0,1.73
484016048,17395,671,149,95.5,3.68,0.82
484016049,75752,3562,1431,93.82,4.41,1.77
484016050,138628,36509,3530,77.59,20.43,1.98
484016051,509365,211820,2383,70.4,29.27,0.33
484016052,7524,132,72,97.36,1.71,0.93
484016053,43512,2453,470,93.71,5.28,1.01
484016054,26931,395,158,97.99,1.44,0.57
484016055,8920,180,39,97.6,1.97,0.43
484016056,18769,942,0,95.22,4.78,0.0
484016057,9012,111,18,98.59,1.21,0.2
484016058,9093,778,21,91.92,7.86,0.21
484016059,22853,384,248,97.31,1.64,1.06
484016060,17699,1241,42,93.24,6.54,0.22
484016061,15411,261,5,98.3,1.66,0.03
484016062,24264,969,136,95.64,3.82,0.54
484016063,30848,3249,176,90.01,9.48,0.51
484016064,75804,9860,378,88.1,11.46,0.44
484016065,15884,750,203,94.34,4.45,1.21
484016066,22979,2179,168,90.73,8.6,0.66
484016067,79843,19333,398,80.18,19.42,0.4
484016068,12777,2480,60,83.42,16.19,0.39
484016069,13120,768,84,93.9,5.5,0.6
484016070,22137,1930,140,91.45,7.97,0.58
484016071,9582,426,12,95.63,4.25,0.12
484016072,54459,7491,476,87.24,12.0,0.76
484016073,57877,13313,775,80.42,18.5,1.08
484016074,17797,958,87,94.45,5.08,0.46
484016075,10724,847,18,92.54,7.31,0.16
484016076,44125,1460,64,96.66,3.2,0.14
484016077,19045,127,12,99.28,0.66,0.06
484016078,7546,28,70,98.72,0.37,0.92
484016079,64969,4379,783,92.64,6.24,1.12
484016080,29583,813,156,96.83,2.66,0.51
484016081,25344,1590,84,93.8,5.88,0.31
484016082,29530,3010,317,89.87,9.16,0.96
484016083,13401,1360,55,90.45,9.18,0.37
484016084,11948,873,52,92.81,6.78,0.4
484016085,61559,15352,395,79.63,19.86,0.51
484016086,21823,2321,130,89.9,9.56,0.54
484016087,13106,288,48,97.5,2.14,0.36
484016088,10979,1917,12,85.06,14.85,0.09
484016089,13356,472,44,96.28,3.4,0.32
484016090,27541,1134,70,95.81,3.95,0.24
484016091,6873,411,12,94.2,5.63,0.16
484016092,10193,1809,229,83.34,14.79,1.87
484016093,7711,273,22,96.32,3.41,0.27
484016094,31992,599,499,96.68,1.81,1.51
484016095,24450,1613,114,93.4,6.16,0.44
484016096,15677,10,48,99.63,0.06,0.31
484016097,14152,514,75,96.0,3.49,0.51
484016098,9604,72,147,97.77,0.73,1.5
484016099,250766,58208,3761,80.18,18.61,1.2
484016100,19870,3270,155,85.3,14.04,0.67
484016101,16577,811,145,94.55,4.63,0.83
484016102,17243,1435,109,91.78,7.64,0.58
484016103,26513,3158,324,88.39,10.53,1.08
484016104,63155,10226,443,85.55,13.85,0.6
484016105,148382,34911,559,80.71,18.99,0.3
484016106,2882,308,22,89.73,9.59,0.68
484016107,44082,3136,210,92.95,6.61,0.44
484016108,14720,432,108,96.46,2.83,0.71
484016109,135279,17792,1564,87.48,11.51,1.01
484017001,15745,1907,83,88.78,10.75,0.47
484017002,15532,3582,140,80.67,18.6,0.73
484017003,29883,3420,98,89.47,10.24,0.29
484017004,63594,12196,2116,81.63,15.65,2.72
484017005,8861,536,7,94.23,5.7,0.07
484017006,128339,45095,238,73.9,25.97,0.14
484017007,182203,180687,1603,49.99,49.57,0.44
484017008,61996,21437,168,74.16,25.64,0.2
484017009,15409,2154,56,87.46,12.23,0.32
484017010,13710,2136,94,86.01,13.4,0.59
484017011,125257,69735,454,64.09,35.68,0.23
484017012,39511,14254,583,72.7,26.23,1.07
484017013,12713,2302,15,84.58,15.32,0.1
484017014,7706,1506,0,83.65,16.35,0.0
484017015,21397,2295,55,90.1,9.66,0.23
484017016,15233,1461,90,90.76,8.7,0.54
484017017,56739,5654,65,90.84,9.05,0.1
484017018,88834,19572,141,81.84,18.03,0.13
484017019,22899,2204,84,90.92,8.75,0.33
484017020,33126,7506,109,81.31,18.42,0.27
484017021,6849,1050,6,86.64,13.28,0.08
484017022,18336,912,66,94.94,4.72,0.34
484017023,5656,460,18,92.21,7.5,0.29
484017024,40242,8062,340,82.73,16.57,0.7
484017025,27684,4119,243,86.39,12.85,0.76
484017026,14625,2338,125,85.59,13.68,0.73
484017027,10075,557,0,94.76,5.24,0.0
484017028,49335,11202,313,81.08,18.41,0.51
484017029,80920,15005,654,83.79,15.54,0.68
484017030,41886,3822,236,91.17,8.32,0.51
484017031,24960,7828,228,75.6,23.71,0.69
484017032,23064,2654,18,89.62,10.31,0.07
484018001,30763,4390,462,86.38,12.33,1.3
484018002,12743,2450,0,83.87,16.13,0.0
484018003,9893,1200,16,89.05,10.8,0.14
484018004,154054,40756,270,78.97,20.89,0.14
484018005,12382,300,0,97.63,2.37,0.0
484018006,20393,5927,7,77.46,22.51,0.03
484018007,16886,1308,0,92.81,7.19,0.0
484018008,36082,11581,118,75.52,24.24,0.25
484018009,33736,42,301,98.99,0.12,0.88
484018010,33035,1939,24,94.39,5.54,0.07
484018011,20533,2050,75,90.62,9.05,0.33
484018012,36891,4113,94,89.76,10.01,0.23
484018013,7110,786,9,89.94,9.94,0.11
484018014,21001,1067,5,95.14,4.83,0.02
484018015,85086,7623,261,91.52,8.2,0.28
484018016,35321,3282,279,90.84,8.44,0.72
484018017,247926,128559,747,65.72,34.08,0.2
484018018,25008,4336,128,84.85,14.71,0.43
484018019,12111,96,109,98.34,0.78,0.89
484019001,2440,241,15,90.5,8.94,0.56
484019002,3488,448,46,87.59,11.25,1.16
484019003,1249,81,11,93.14,6.04,0.82
484019004,22864,9622,112,70.14,29.52,0.34
484019005,15671,2875,43,84.3,15.47,0.23
484019006,354049,162813,6587,67.64,31.1,1.26
484019007,14217,810,17,94.5,5.38,0.11
484019008,3302,454,1,87.89,12.08,0.03
484019009,65887,19261,816,76.64,22.41,0.95
484019010,13773,1179,164,91.12,7.8,1.08
484019011,5347,1476,22,78.12,21.56,0.32
484019012,20758,2893,62,87.54,12.2,0.26
484019013,9120,2664,126,76.57,22.37,1.06
484019014,32328,2684,398,91.3,7.58,1.12
484019015,1590,88,31,93.04,5.15,1.81
484019016,2887,427,18,86.64,12.82,0.54
484019017,39025,1157,473,95.99,2.85,1.16
484019018,120019,21080,3114,83.22,14.62,2.16
484019019,38027,80803,3530,31.08,66.04,2.88
484019020,4097,818,14,83.12,16.6,0.28
484019021,263055,91946,2839,73.51,25.69,0.79
484019022,13144,1520,96,89.05,10.3,0.65
484019023,995,254,9,79.09,20.19,0.72
484019024,4729,210,126,93.37,4.15,2.49
484019025,50779,4800,150,91.12,8.61,0.27
484019026,398641,266458,11130,58.95,39.4,1.65
484019027,1883,104,24,93.64,5.17,1.19
484019028,1361,212,6,86.19,13.43,0.38
484019029,4704,1060,32,81.16,18.29,0.55
484019030,3313,241,4,93.11,6.77,0.11
484019031,217006,35368,2588,85.11,13.87,1.02
484019032,5022,802,20,85.93,13.72,0.34
484019033,61673,16647,487,78.26,21.12,0.62
484019034,4458,938,28,82.19,17.29,0.52
484019035,642,201,14,74.91,23.45,1.63
484019036,6672,20,10,99.55,0.3,0.15
484019037,5398,476,22,91.55,8.07,0.37
484019038,44604,14970,162,74.67,25.06,0.27
484019039,638274,464781,26518,56.51,41.15,2.35
484019040,851,177,0,82.78,17.22,0.0
484019041,15529,2794,2098,76.04,13.68,10.27
484019042,5346,453,36,91.62,7.76,0.62
484019043,2578,34,10,98.32,1.3,0.38
484019044,23904,9496,176,71.19,28.28,0.52
484019045,29089,2093,1629,88.66,6.38,4.96
484019046,196908,241527,4527,44.45,54.53,1.02
484019047,12596,3737,1320,71.35,21.17,7.48
484019048,181195,86202,1528,67.38,32.05,0.57
484019049,24236,15074,148,61.42,38.2,0.38
484019050,1860,41,13,97.18,2.14,0.68
484019051,3629,737,2,83.08,16.87,0.05
484020001,1073,7,4,98.99,0.65,0.37
484020002,42769,2105,279,94.72,4.66,0.62
484020003,2465,12,18,98.8,0.48,0.72
484020004,980,29,0,97.13,2.87,0.0
484020005,12945,1126,32,91.79,7.98,0.23
484020006,16254,1230,70,92.59,7.01,0.4
484020007,2408,9,18,98.89,0.37,0.74
484020008,834,0,8,99.05,0.0,0.95
484020009,6966,99,22,98.29,1.4,0.31
484020010,12930,1398,24,90.09,9.74,0.17
484020011,1151,0,0,100.0,0.0,0.0
484020012,9125,46,100,98.43,0.5,1.08
484020013,2668,96,14,96.04,3.46,0.5
484020014,21901,3456,54,86.19,13.6,0.21
484020015,4621,5,59,98.63,0.11,1.26
484020016,8341,17,127,98.3,0.2,1.5
484020017,3276,12,14,99.21,0.36,0.42
484020018,812,0,7,99.15,0.0,0.85
484020019,3040,8,0,99.74,0.26,0.0
484020020,3613,166,71,93.84,4.31,1.84
484020021,13546,1002,85,92.57,6.85,0.58
484020022,855,0,1,99.88,0.0,0.12
484020023,17171,987,69,94.21,5.42,0.38
484020024,3790,0,12,99.68,0.0,0.32
484020025,11388,480,148,94.77,3.99,1.23
484020026,7498,141,18,97.92,1.84,0.24
484020027,2413,39,1,98.37,1.59,0.04
484020028,18419,785,268,94.59,4.03,1.38
484020029,4240,15,3,99.58,0.35,0.07
484020030,6276,2404,6,72.25,27.68,0.07
484020031,7266,48,93,98.1,0.65,1.26
484020032,1025,8,0,99.23,0.77,0.0
484020033,2125,272,5,88.47,11.32,0.21
484020034,1367,13,37,96.47,0.92,2.61
484020035,359,165,0,68.51,31.49,0.0
484020036,5204,24,28,99.01,0.46,0.53
484020037,4239,43,47,97.92,0.99,1.09
484020038,2000,43,5,97.66,2.1,0.24
484020039,57569,11376,321,83.11,16.42,0.46
484020040,5943,14,17,99.48,0.23,0.28
484020041,27202,1251,481,94.01,4.32,1.66
484020042,8606,473,6,94.73,5.21,0.07
484020043,82931,8265,597,90.35,9.0,0.65
484020044,36385,2970,123,92.17,7.52,0.31
484020045,6175,654,42,89.87,9.52,0.61
484020046,3293,2,12,99.58,0.06,0.36
484020047,90,0,0,100.0,0.0,0.0
484020048,1281,5,18,98.24,0.38,1.38
484020049,1116,19,0,98.33,1.67,0.0
484020050,3742,8,22,99.2,0.21,0.58
484020051,4299,21,21,99.03,0.48,0.48
484020052,6614,81,24,98.44,1.21,0.36
484020053,1211,10,0,99.18,0.82,0.0
484020054,400,5,0,98.77,1.23,0.0
484020055,3323,163,5,95.19,4.67,0.14
484020056,1380,53,13,95.44,3.67,0.9
484020057,34018,4203,144,88.67,10.96,0.38
484020058,13267,42,122,98.78,0.31,0.91
484020059,37604,2175,144,94.19,5.45,0.36
484020060,2747,5,18,99.17,0.18,0.65
484020061,2527,25,0,99.02,0.98,0.0
484020062,575,11,0,98.12,1.88,0.0
484020063,3310,513,8,86.4,13.39,0.21
484020064,6963,198,0,97.24,2.76,0.0
484020065,1153,16,2,98.46,1.37,0.17
484020066,4970,260,48,94.16,4.93,0.91
484020067,173704,85227,2548,66.43,32.59,0.97
484020068,19077,2295,35,89.12,10.72,0.16
484020069,2415,10,19,98.81,0.41,0.78
484020070,6793,292,62,95.05,4.09,0.87
484020071,3013,34,11,98.53,1.11,0.36
484020072,6553,14,28,99.36,0.21,0.42
484020073,29480,1684,170,94.08,5.37,0.54
484020074,498,0,6,98.81,0.0,1.19
484020075,2589,51,10,97.7,1.92,0.38
484020076,3249,76,3,97.63,2.28,0.09
484020077,3272,281,12,91.78,7.88,0.34
484020078,969,123,0,88.74,11.26,0.0
484020079,66302,15676,323,80.56,19.05,0.39
484020080,1291,5,3,99.38,0.38,0.23
484020081,1872,0,1,99.95,0.0,0.05
484020082,3900,32,14,98.83,0.81,0.35
484020083,7246,1258,110,84.12,14.6,1.28
484020084,2906,951,7,75.21,24.61,0.18
484020085,22199,75,187,98.83,0.33,0.83
484020086,873,0,0,100.0,0.0,0.0
484020087,3676,360,5,90.97,8.91,0.12
484020088,2775,2,12,99.5,0.07,0.43
484020089,2133,15,0,99.3,0.7,0.0
484020090,6638,228,68,95.73,3.29,0.98
484020091,3893,2006,40,65.55,33.78,0.67
484020092,1398,32,7,97.29,2.23,0.49
484020093,477,0,1,99.79,0.0,0.21
484020094,1870,11,16,98.58,0.58,0.84
484020095,3930,27,24,98.72,0.68,0.6
484020096,713,59,0,92.36,7.64,0.0
484020097,1698,11,4,99.12,0.64,0.23
484020098,4357,0,17,99.61,0.0,0.39
484020099,466,7,1,98.31,1.48,0.21
484020100,497,0,0,100.0,0.0,0.0
484020101,693,24,9,95.45,3.31,1.24
484020102,4211,185,3,95.73,4.21,0.07
484020103,5170,373,18,92.97,6.71,0.32
484020104,2489,7,12,99.24,0.28,0.48
484020105,8054,4,63,99.17,0.05,0.78
484020106,288,0,0,100.0,0.0,0.0
484020107,16359,3790,20,81.11,18.79,0.1
484020108,4217,32,37,98.39,0.75,0.86
484020109,9767,1217,68,88.37,11.01,0.62
484020110,1603,0,0,100.0,0.0,0.0
484020111,4309,62,17,98.2,1.41,0.39
484020112,2378,31,5,98.51,1.28,0.21
484020113,2772,32,25,97.99,1.13,0.88
484020114,672,0,5,99.26,0.0,0.74
484020115,5465,1419,83,78.44,20.37,1.19
484020116,4021,9,22,99.23,0.22,0.54
484020117,2384,17,21,98.43,0.7,0.87
484020118,2440,17,7,99.03,0.69,0.28
484020119,391,7,1,97.99,1.75,0.25
484020120,360,1,4,98.63,0.27,1.1
484020121,650,0,5,99.24,0.0,0.76
484020122,671,1,0,99.85,0.15,0.0
484020123,2678,12,13,99.08,0.44,0.48
484020124,16798,430,24,97.37,2.49,0.14
484020125,10621,0,264,97.57,0.0,2.43
484020126,4993,16,6,99.56,0.32,0.12
484020127,1262,0,9,99.29,0.0,0.71
484020128,1171,56,3,95.2,4.55,0.24
484020129,330,4,0,98.8,1.2,0.0
484020130,6066,90,29,98.08,1.46,0.47
484020131,11455,69,6,99.35,0.6,0.05
484020132,1208,31,0,97.5,2.5,0.0
484020133,3911,12,48,98.49,0.3,1.21
484020134,24225,246,232,98.07,1.0,0.94
484020135,6720,62,4,99.03,0.91,0.06
484020136,9912,138,39,98.25,1.37,0.39
484020137,3376,0,38,98.89,0.0,1.11
484020138,436,19,1,95.61,4.17,0.22
484020139,2114,8,14,98.97,0.37,0.66
484020140,809,14,2,98.06,1.7,0.24
484020141,7996,252,66,96.18,3.03,0.79
484020142,1151,0,3,99.74,0.0,0.26
484020143,8488,393,61,94.92,4.39,0.68
484020144,1101,9,0,99.19,0.81,0.0
484020145,3120,287,0,91.58,8.42,0.0
484020146,2638,24,4,98.95,0.9,0.15
484020147,373,0,0,100.0,0.0,0.0
484020148,1925,2,18,98.97,0.1,0.93
484020149,1476,3,14,98.86,0.2,0.94
484020150,10277,405,25,95.98,3.78,0.23
484020151,392,0,0,100.0,0.0,0.0
484020152,2127,19,0,99.11,0.89,0.0
484020153,4621,77,20,97.94,1.63,0.42
484020154,2377,6,10,99.33,0.25,0.42
484020155,927,0,13,98.62,0.0,1.38
484020156,3349,69,19,97.44,2.01,0.55
484020157,12188,3468,96,77.37,22.02,0.61
484020158,2183,7,13,99.09,0.32,0.59
484020159,5397,1,21,99.59,0.02,0.39
484020160,1361,4,1,99.63,0.29,0.07
484020161,2535,9,15,99.06,0.35,0.59
484020162,1829,9,10,98.97,0.49,0.54
484020163,1569,12,9,98.68,0.75,0.57
484020164,3180,10,1,99.66,0.31,0.03
484020165,1492,7,4,99.27,0.47,0.27
484020166,10504,400,43,95.95,3.65,0.39
484020167,2079,0,0,100.0,0.0,0.0
484020168,956,20,1,97.85,2.05,0.1
484020169,3589,8,84,97.5,0.22,2.28
484020170,3804,12,25,99.04,0.31,0.65
484020171,18321,31,126,99.15,0.17,0.68
484020172,430,0,0,100.0,0.0,0.0
484020173,2992,644,105,79.98,17.21,2.81
484020174,1724,0,0,100.0,0.0,0.0
484020175,2698,27,8,98.72,0.99,0.29
484020176,9335,405,93,94.94,4.12,0.95
484020177,4771,813,32,84.95,14.48,0.57
484020178,1456,0,0,100.0,0.0,0.0
484020179,2290,33,2,98.49,1.42,0.09
484020180,412,2,3,98.8,0.48,0.72
484020181,2266,0,4,99.82,0.0,0.18
484020182,1410,30,1,97.85,2.08,0.07
484020183,134862,19845,1143,86.53,12.73,0.73
484020184,7593,1005,80,87.5,11.58,0.92
484020185,591,0,0,100.0,0.0,0.0
484020186,2524,0,11,99.57,0.0,0.43
484020187,9117,193,61,97.29,2.06,0.65
484020188,2486,0,22,99.12,0.0,0.88
484020189,21495,627,289,95.91,2.8,1.29
484020190,315,0,5,98.44,0.0,1.56
484020191,1369,71,0,95.07,4.93,0.0
484020192,2488,48,7,97.84,1.89,0.28
484020193,1204,10,6,98.69,0.82,0.49
484020194,1241,6,0,99.52,0.48,0.0
484020195,402,0,0,100.0,0.0,0.0
484020196,2962,47,2,98.37,1.56,0.07
484020197,27547,354,221,97.96,1.26,0.79
484020198,710,0,0,100.0,0.0,0.0
484020199,3859,26,25,98.7,0.66,0.64
484020200,1803,5,24,98.42,0.27,1.31
484020201,4383,7,86,97.92,0.16,1.92
484020202,3244,0,41,98.75,0.0,1.25
484020203,713,0,0,100.0,0.0,0.0
484020204,17620,20,0,99.89,0.11,0.0
484020205,2335,16,6,99.07,0.68,0.25
484020206,16750,56,126,98.93,0.33,0.74
484020207,7560,31,20,99.33,0.41,0.26
484020208,692,3,13,97.74,0.42,1.84
484020209,7553,30,93,98.4,0.39,1.21
484020210,3113,14,39,98.33,0.44,1.23
484020211,2788,0,19,99.32,0.0,0.68
484020212,3558,8,39,98.7,0.22,1.08
484020213,2261,8,3,99.52,0.35,0.13
484020214,759,0,3,99.61,0.0,0.39
484020215,1260,18,53,94.67,1.35,3.98
484020216,3393,2,50,98.49,0.06,1.45
484020217,605,0,2,99.67,0.0,0.33
484020218,2524,10,18,98.9,0.39,0.71
484020219,2760,4,6,99.64,0.14,0.22
484020220,1290,10,1,99.15,0.77,0.08
484020221,1506,11,13,98.43,0.72,0.85
484020222,443,5,1,98.66,1.11,0.22
484020223,645,21,13,94.99,3.09,1.91
484020224,5924,21,6,99.55,0.35,0.1
484020225,2671,17,12,98.93,0.63,0.44
484020226,11180,1434,3,88.61,11.37,0.02
484020227,756,15,0,98.05,1.95,0.0
484020228,6997,31,20,99.28,0.44,0.28
484020229,984,11,7,98.2,1.1,0.7
484020230,3009,0,15,99.5,0.0,0.5
484020231,21402,0,18,99.92,0.0,0.08
484020232,1732,11,2,99.26,0.63,0.11
484020233,7531,5,18,99.7,0.07,0.24
484020234,3582,22,11,99.09,0.61,0.3
484020235,1498,5,19,98.42,0.33,1.25
484020236,1476,40,9,96.79,2.62,0.59
484020237,815,0,1,99.88,0.0,0.12
484020238,1067,4,1,99.53,0.37,0.09
484020239,2456,0,0,100.0,0.0,0.0
484020240,1079,0,5,99.54,0.0,0.46
484020241,11612,190,280,96.11,1.57,2.32
484020242,1670,65,4,96.03,3.74,0.23
484020243,3613,45,11,98.47,1.23,0.3
484020244,1273,0,0,100.0,0.0,0.0
484020245,613,7,0,98.87,1.13,0.0
484020246,1381,86,0,94.14,5.86,0.0
484020247,14644,72,16,99.4,0.49,0.11
484020248,3445,25,5,99.14,0.72,0.14
484020249,1172,4,3,99.41,0.34,0.25
484020250,1174,0,6,99.49,0.0,0.51
484020251,2095,10,11,99.01,0.47,0.52
484020252,2184,10,20,98.64,0.45,0.9
484020253,3225,23,31,98.35,0.7,0.95
484020254,2050,17,19,98.27,0.81,0.91
