GEOLEV2,INT_NO_HH,INT_YES_HH,INT_UK_HH,INT_NO_PCT,INT_YES_PCT,INT_UK_PCT
484025003,29440,911,402,95.73,2.96,1.31
484025004,25879,2179,79,91.97,7.74,0.28
484025005,16636,1013,71,93.88,5.72,0.4
484025006,683316,297955,7337,69.12,30.14,0.74
484025007,31591,1005,67,96.72,3.08,0.21
484025008,40226,2786,60,93.39,6.47,0.14
484025009,43830,9045,561,82.02,16.93,1.05
484025010,88010,8920,426,90.4,9.16,0.44
484025011,237417,46659,1186,83.23,16.36,0.42
484025012,297292,136113,2583,68.19,31.22,0.59
484025013,100311,23609,940,80.34,18.91,0.75
484025014,42420,5683,990,86.41,11.58,2.02
484025015,20766,1501,108,92.81,6.71,0.48
484025016,83429,4520,152,94.7,5.13,0.17
484026001,2239,390,8,84.91,14.79,0.3
484026002,56256,21764,428,71.71,27.74,0.55
484026003,22451,1882,228,91.41,7.66,0.93
484026004,7419,2247,12,76.66,23.22,0.12
484026005,1108,111,0,90.89,9.11,0.0
484026006,2535,483,9,83.75,15.96,0.3
484026007,582,43,0,93.12,6.88,0.0
484026008,1198,51,3,95.69,4.07,0.24
484026009,744,34,5,95.02,4.34,0.64
484026010,1426,38,0,97.4,2.6,0.0
484026011,1497,136,0,91.67,8.33,0.0
484026012,19797,2605,40,88.21,11.61,0.18
484026013,1312,321,3,80.2,19.62,0.18
484026014,3209,325,11,90.52,9.17,0.31
484026015,1367,82,2,94.21,5.65,0.14
484026016,4104,1384,4,74.73,25.2,0.07
484026017,54643,24182,182,69.16,30.61,0.23
484026018,278146,125669,1605,68.61,31.0,0.4
484026019,19648,13084,296,59.49,39.61,0.9
484026020,3125,370,0,89.41,10.59,0.0
484026021,1594,31,13,97.31,1.89,0.79
484026022,930,16,8,97.48,1.68,0.84
484026023,4610,1176,0,79.68,20.32,0.0
484026024,699,102,12,85.98,12.55,1.48
484026025,38929,14325,166,72.87,26.82,0.31
484026026,71833,7647,303,90.04,9.58,0.38
484026027,7360,1974,58,78.36,21.02,0.62
484026028,1008,140,2,87.65,12.17,0.17
484026029,116390,46100,628,71.35,28.26,0.38
484026030,442571,328917,3971,57.07,42.42,0.51
484026031,1294,55,1,95.85,4.07,0.07
484026032,821,137,4,85.34,14.24,0.42
484026033,70942,8739,247,88.76,10.93,0.31
484026034,836,314,0,72.7,27.3,0.0
484026035,10020,2784,48,77.96,21.66,0.37
484026036,21200,9875,24,68.17,31.75,0.08
484026037,1165,149,0,88.66,11.34,0.0
484026038,3704,2122,16,63.4,36.32,0.27
484026039,4423,1624,18,72.93,26.78,0.3
484026040,1994,41,13,97.36,2.0,0.63
484026041,6916,4744,0,59.31,40.69,0.0
484026042,116762,39148,956,74.43,24.96,0.61
484026043,144086,70760,764,66.83,32.82,0.35
484026044,390,1,2,99.24,0.25,0.51
484026045,2712,126,27,94.66,4.4,0.94
484026046,337,106,0,76.07,23.93,0.0
484026047,6068,2108,54,73.73,25.61,0.66
484026048,49530,20305,928,69.99,28.69,1.31
484026049,3269,51,18,97.93,1.53,0.54
484026050,1461,138,0,91.37,8.63,0.0
484026051,4910,188,0,96.31,3.69,0.0
484026052,5110,798,34,86.0,13.43,0.57
484026053,363,28,3,92.13,7.11,0.76
484026054,436,45,2,90.27,9.32,0.41
484026055,130261,41969,1058,75.17,24.22,0.61
484026056,7328,371,34,94.76,4.8,0.44
484026057,1336,260,5,83.45,16.24,0.31
484026058,10674,4242,45,71.35,28.35,0.3
484026059,1797,141,7,92.39,7.25,0.36
484026060,2557,119,0,95.55,4.45,0.0
484026061,1267,9,3,99.06,0.7,0.23
484026062,1036,76,9,92.42,6.78,0.8
484026063,1288,73,4,94.36,5.35,0.29
484026064,1622,91,0,94.69,5.31,0.0
484026065,1630,99,1,94.22,5.72,0.06
484026066,6966,1287,24,84.16,15.55,0.29
484026067,1637,79,22,94.19,4.55,1.27
484026068,1185,65,4,94.5,5.18,0.32
484026069,5925,328,6,94.66,5.24,0.1
484027001,52609,3288,426,93.41,5.84,0.76
484027002,219359,26632,1898,88.49,10.74,0.77
484027003,98006,3382,1078,95.65,3.3,1.05
484027004,406809,224196,3284,64.14,35.35,0.52
484027005,182764,10148,902,94.3,5.24,0.47
484027006,119639,5853,620,94.87,4.64,0.49
484027007,25551,3571,81,87.49,12.23,0.28
484027008,166262,11190,942,93.2,6.27,0.53
484027009,34853,1442,75,95.83,3.96,0.21
484027010,78674,4599,74,94.39,5.52,0.09
484027011,28953,1064,240,95.69,3.52,0.79
484027012,136479,15005,1126,89.43,9.83,0.74
484027013,100060,14156,692,87.08,12.32,0.6
484027014,76281,9858,420,88.13,11.39,0.49
484027015,44560,1161,172,97.1,2.53,0.37
484027016,49884,3819,432,92.15,7.05,0.8
484027017,53748,5122,304,90.83,8.66,0.51
484028001,11316,671,56,93.96,5.57,0.47
484028002,28000,2496,208,91.19,8.13,0.68
484028003,171748,37213,2915,81.06,17.56,1.38
484028004,7878,678,45,91.59,7.88,0.52
484028005,4105,234,12,94.35,5.38,0.28
484028006,6778,40,17,99.17,0.59,0.25
484028007,10772,2773,171,78.54,20.22,1.25
484028008,4372,20,21,99.07,0.45,0.48
484028009,106379,83223,6892,54.14,42.35,3.51
484028010,1943,9,14,98.83,0.46,0.71
484028011,8561,264,99,95.93,2.96,1.11
484028012,38648,3234,210,91.82,7.68,0.5
484028013,14663,122,14,99.08,0.82,0.09
484028014,2823,1504,160,62.92,33.52,3.57
484028015,543455,185834,11942,73.32,25.07,1.61
484028016,22434,966,91,95.5,4.11,0.39
484028017,13538,1038,150,91.93,7.05,1.02
484028018,7581,927,45,88.64,10.84,0.53
484028019,17651,737,208,94.92,3.96,1.12
484028020,2441,132,6,94.65,5.12,0.23
484028021,91400,23739,845,78.8,20.47,0.73
484028022,349937,126125,11496,71.77,25.87,2.36
484028023,4162,318,13,92.63,7.08,0.29
484028024,2754,1026,76,71.42,26.61,1.97
484028025,17144,8378,310,66.37,32.43,1.2
484028026,3450,27,20,98.66,0.77,0.57
484028027,263325,115715,3445,68.85,30.25,0.9
484028028,3330,33,8,98.78,0.98,0.24
484028029,12833,1250,20,90.99,8.86,0.14
484028030,12360,1004,229,90.93,7.39,1.68
484028031,1730,41,8,97.25,2.3,0.45
484028032,8764,25,50,99.15,0.28,0.57
484028033,50348,6277,90,88.77,11.07,0.16
484028034,1016,0,9,99.12,0.0,0.88
484028035,21955,2449,100,89.6,9.99,0.41
484028036,172675,118751,3990,58.45,40.2,1.35
484028037,24217,1932,228,91.81,7.32,0.86
484028038,51320,12681,192,79.95,19.75,0.3
484028039,201983,113239,4199,63.23,35.45,1.31
484028040,5622,159,21,96.9,2.74,0.36
484028041,20622,2857,138,87.32,12.1,0.58
484029001,8689,2022,30,80.9,18.83,0.28
484029002,10140,3350,60,74.83,24.72,0.44
484029003,7232,78,16,98.72,1.06,0.22
484029004,15669,229,109,97.89,1.43,0.68
484029005,57198,18995,36,75.03,24.92,0.05
484029006,40995,4759,130,89.34,10.37,0.28
484029007,15288,632,114,95.35,3.94,0.71
484029008,13086,590,30,95.48,4.3,0.22
484029009,4936,113,5,97.67,2.24,0.1
484029010,105672,12674,327,89.04,10.68,0.28
484029011,4050,209,8,94.91,4.9,0.19
484029012,7780,96,0,98.78,1.22,0.0
484029013,74717,10221,438,87.52,11.97,0.51
484029014,12461,862,9,93.47,6.47,0.07
484029015,38668,3464,111,91.54,8.2,0.26
484029016,5774,408,4,93.34,6.6,0.06
484029017,10213,1119,132,89.09,9.76,1.15
484029018,32173,3080,84,91.05,8.72,0.24
484029019,16453,1322,45,92.33,7.42,0.25
484029020,15281,1366,26,91.65,8.19,0.16
484029021,16152,1278,35,92.48,7.32,0.2
484029022,12068,946,49,92.38,7.24,0.38
484029023,24854,2764,160,89.47,9.95,0.58
484029024,19628,4243,62,82.01,17.73,0.26
484029025,64238,5642,509,91.26,8.02,0.72
484029026,17115,1179,35,93.38,6.43,0.19
484029027,10672,1566,165,86.04,12.63,1.33
484029028,19349,2003,10,90.58,9.38,0.05
484029029,20937,362,66,98.0,1.69,0.31
484029030,25366,2879,63,89.61,10.17,0.22
484029031,18196,2067,56,89.55,10.17,0.28
484029032,57775,31656,80,64.55,35.37,0.09
484029033,38440,1618,110,95.7,4.03,0.27
484029034,5059,477,38,90.76,8.56,0.68
484029035,15976,4716,0,77.21,22.79,0.0
484029036,7398,378,28,94.8,4.84,0.36
484029037,18932,1594,90,91.83,7.73,0.44
484029038,19452,1452,55,92.81,6.93,0.26
484029039,12128,924,16,92.81,7.07,0.12
484029040,22461,4200,18,84.19,15.74,0.07
484029041,9592,2320,0,80.52,19.48,0.0
484029042,27760,5636,186,82.66,16.78,0.55
484029043,43719,6771,261,86.14,13.34,0.51
484030001,6988,240,36,96.2,3.3,0.5
484030002,2995,66,8,97.59,2.15,0.26
484030003,78678,5788,259,92.86,6.83,0.31
484030004,37780,2269,271,93.7,5.63,0.67
484030005,4866,200,74,94.67,3.89,1.44
484030006,19369,232,11,98.76,1.18,0.06
484030007,6038,118,0,98.08,1.92,0.0
484030008,8618,48,32,99.08,0.55,0.37
484030009,25302,1822,130,92.84,6.69,0.48
484030010,56813,2841,475,94.49,4.72,0.79
484030011,44470,6169,115,87.62,12.15,0.23
484030012,7798,231,100,95.93,2.84,1.23
484030013,19401,6863,117,73.54,26.01,0.44
484030014,37586,3493,72,91.34,8.49,0.17
484030015,32124,1613,253,94.51,4.75,0.74
484030016,19210,4833,287,78.96,19.86,1.18
484030017,3930,73,8,97.98,1.82,0.2
484030018,1790,0,7,99.61,0.0,0.39
484030019,5966,4,25,99.52,0.07,0.42
484030020,9771,7,46,99.46,0.07,0.47
484030021,20722,2544,76,88.78,10.9,0.33
484030022,18691,720,24,96.17,3.7,0.12
484030023,46876,843,186,97.85,1.76,0.39
484030024,14231,131,8,99.03,0.91,0.06
484030025,24942,224,115,98.66,0.89,0.45
484030026,14892,4372,44,77.13,22.64,0.23
484030027,17403,173,161,98.12,0.98,0.91
484030028,79442,58223,822,57.36,42.04,0.59
484030029,11947,0,52,99.57,0.0,0.43
484030030,32829,10570,0,75.64,24.36,0.0
484030031,15156,92,56,99.03,0.6,0.37
484030032,44679,3427,84,92.71,7.11,0.17
484030033,22900,317,154,97.98,1.36,0.66
484030034,31183,6953,212,81.32,18.13,0.55
484030035,10471,293,54,96.79,2.71,0.5
484030036,9486,528,15,94.59,5.26,0.15
484030037,8649,40,58,98.88,0.46,0.66
484030038,65375,20563,36,76.04,23.92,0.04
484030039,245207,99482,3415,70.44,28.58,0.98
484030040,38073,10496,580,77.46,21.36,1.18
484030041,2120,21,0,99.02,0.98,0.0
484030042,5334,146,36,96.7,2.65,0.65
484030043,18455,195,35,98.77,1.04,0.19
484030044,144826,49332,1620,73.97,25.2,0.83
484030045,110392,14398,632,88.02,11.48,0.5
484030046,15032,350,8,97.67,2.27,0.05
484030047,51166,1628,44,96.84,3.08,0.08
484030048,87220,29069,1515,74.04,24.68,1.29
484030049,19005,526,110,96.76,2.68,0.56
484030050,14739,216,56,98.19,1.44,0.37
484030051,20001,575,78,96.84,2.78,0.38
484030052,10254,404,18,96.05,3.78,0.17
484030053,22114,3025,42,87.82,12.01,0.17
484030054,10904,596,49,94.42,5.16,0.42
484030055,11999,252,100,97.15,2.04,0.81
484030056,5748,80,120,96.64,1.34,2.02
484030057,11799,267,0,97.79,2.21,0.0
484030058,51498,3190,203,93.82,5.81,0.37
484030059,13943,1220,45,91.68,8.02,0.3
484030060,14546,452,0,96.99,3.01,0.0
484030061,257733,48941,1099,83.74,15.9,0.36
484030062,18066,844,88,95.09,4.44,0.46
484030063,14459,425,20,97.01,2.85,0.13
484030064,3844,28,17,98.84,0.72,0.44
484030065,47466,13831,110,77.3,22.52,0.18
484030066,24258,1108,66,95.38,4.36,0.26
484030067,16225,88,102,98.84,0.54,0.62
484030068,43790,14158,221,75.28,24.34,0.38
484030069,21093,2078,500,89.11,8.78,2.11
484030070,48249,5370,144,89.74,9.99,0.27
484030071,20454,818,70,95.84,3.83,0.33
484030072,40588,2114,72,94.89,4.94,0.17
484030073,6427,840,53,87.8,11.48,0.72
484030074,17260,965,80,94.29,5.27,0.44
484030075,13456,26,81,99.21,0.19,0.6
484030076,60294,5458,222,91.39,8.27,0.34
484030077,12397,100,66,98.68,0.8,0.53
484030078,10887,15,0,99.86,0.14,0.0
484030079,21373,573,151,96.72,2.59,0.68
484030080,18311,3039,0,85.77,14.23,0.0
484030081,30803,11681,337,71.93,27.28,0.79
484030082,50484,550,264,98.41,1.07,0.51
484030083,5494,104,10,97.97,1.85,0.18
484030084,55695,8995,335,85.65,13.83,0.52
484030085,41347,558,55,98.54,1.33,0.13
484030086,270225,186376,507,59.12,40.77,0.11
484030087,5167,267,11,94.89,4.9,0.2
484030088,36214,3924,72,90.06,9.76,0.18
484030089,9142,808,92,91.04,8.05,0.92
484030090,32628,2752,203,91.7,7.73,0.57
484030091,14353,1493,69,90.19,9.38,0.43
484030092,66870,2901,226,95.53,4.14,0.32
484030093,14443,767,8,94.91,5.04,0.05
484030094,1468,75,0,95.14,4.86,0.0
484030095,16522,3518,324,81.13,17.28,1.59
484030096,2912,7,1,99.73,0.24,0.03
484030097,15176,900,24,94.26,5.59,0.15
484030098,21895,914,235,95.01,3.97,1.02
484030099,29811,4637,0,86.54,13.46,0.0
484030100,113999,14276,1497,87.85,11.0,1.15
484030101,11700,55,39,99.2,0.47,0.33
484030102,63546,376,473,98.68,0.58,0.73
484030103,53864,5701,764,89.28,9.45,1.27
484030104,4313,96,20,97.38,2.17,0.45
484030105,2883,5,9,99.52,0.17,0.31
484030106,57737,4927,0,92.14,7.86,0.0
484030107,10282,8,61,99.33,0.08,0.59
484030108,15525,1223,41,92.47,7.28,0.24
484030109,18628,1946,16,90.47,9.45,0.08
484030110,4420,57,14,98.42,1.27,0.31
484030111,8748,616,180,91.66,6.45,1.89
484030112,30335,5251,28,85.18,14.74,0.08
484030113,13506,1399,68,90.2,9.34,0.45
484030114,21758,976,55,95.48,4.28,0.24
484030115,81768,37521,380,68.33,31.35,0.32
484030116,4442,521,2,89.47,10.49,0.04
484030117,13735,640,40,95.28,4.44,0.28
484030118,23065,428,108,97.73,1.81,0.46
484030119,16383,83,0,99.5,0.5,0.0
484030120,84301,11885,359,87.32,12.31,0.37
484030121,144861,13532,201,91.34,8.53,0.13
484030122,27226,1812,90,93.47,6.22,0.31
484030123,30314,2484,270,91.67,7.51,0.82
484030124,21144,256,38,98.63,1.19,0.18
484030125,60374,4930,184,92.19,7.53,0.28
484030126,15507,1280,105,91.8,7.58,0.62
484030127,52372,2072,166,95.9,3.79,0.3
484030128,125746,66335,1675,64.9,34.24,0.86
484030129,16211,1175,24,93.11,6.75,0.14
484030130,48628,7009,84,87.27,12.58,0.15
484030131,18397,2672,0,87.32,12.68,0.0
484030132,18394,1230,120,93.16,6.23,0.61
484030133,6195,414,21,93.44,6.24,0.32
484030134,5432,8,27,99.36,0.15,0.49
484030135,29420,9477,252,75.15,24.21,0.64
484030136,4964,452,20,91.32,8.31,0.37
484030137,2690,18,7,99.08,0.66,0.26
484030138,144785,11664,367,92.33,7.44,0.23
484030139,52779,3239,224,93.84,5.76,0.4
484030140,31902,1181,223,95.78,3.55,0.67
484030141,14343,1209,52,91.92,7.75,0.33
484030142,3475,10,17,99.23,0.29,0.49
484030143,21205,54,118,99.2,0.25,0.55
484030144,25628,1863,93,92.91,6.75,0.34
484030145,10657,604,16,94.5,5.36,0.14
484030146,22404,662,463,95.22,2.81,1.97
484030147,12022,764,32,93.79,5.96,0.25
484030148,5660,180,30,96.42,3.07,0.51
484030149,12784,144,140,97.83,1.1,1.07
484030150,97306,4150,75,95.84,4.09,0.07
484030151,5557,10,17,99.52,0.18,0.3
484030152,18724,512,44,97.12,2.66,0.23
484030153,23264,971,237,95.06,3.97,0.97
484030154,23183,70,197,98.86,0.3,0.84
484030155,97654,5395,1125,93.74,5.18,1.08
484030156,51149,4567,120,91.61,8.18,0.21
484030157,6984,12,39,99.28,0.17,0.55
484030158,5125,76,14,98.27,1.46,0.27
484030159,14872,1120,24,92.86,6.99,0.15
484030160,8340,54,15,99.18,0.64,0.18
484030161,9297,201,54,97.33,2.1,0.57
484030162,14382,153,87,98.36,1.05,0.59
484030163,10557,35,35,99.34,0.33,0.33
484030164,5182,52,26,98.52,0.99,0.49
484030165,19511,623,0,96.91,3.09,0.0
484030166,91141,3139,420,96.24,3.31,0.44
484030167,84432,7882,308,91.16,8.51,0.33
484030168,84080,4995,189,94.19,5.6,0.21
484030169,4980,390,76,91.44,7.16,1.4
484030170,10866,24,69,99.15,0.22,0.63
484030171,10875,2254,44,82.56,17.11,0.33
484030172,3872,71,22,97.65,1.79,0.55
484030173,10615,60,29,99.17,0.56,0.27
484030174,34044,2709,186,92.16,7.33,0.5
484030175,14157,1536,52,89.91,9.76,0.33
484030176,54059,4559,196,91.92,7.75,0.33
484030177,7047,0,82,98.85,0.0,1.15
484030178,4617,210,39,94.88,4.32,0.8
484030179,5487,620,18,89.58,10.12,0.29
484030180,5617,51,23,98.7,0.9,0.4
484030181,15864,211,30,98.5,1.31,0.19
484030182,111512,29415,184,79.02,20.85,0.13
484030183,2125,45,4,97.75,2.07,0.18
484030184,22888,6306,142,78.02,21.5,0.48
484030185,17484,2423,112,87.34,12.1,0.56
484030186,365761,182436,3363,66.31,33.08,0.61
484030187,11382,90,39,98.88,0.78,0.34
484030188,5119,8,28,99.3,0.16,0.54
484030189,15161,2078,83,87.52,12.0,0.48
484030190,11467,228,8,97.98,1.95,0.07
484030191,8106,9,18,99.67,0.11,0.22
484030192,11064,93,30,98.9,0.83,0.27
484030193,13221,24,66,99.32,0.18,0.5
484030194,13777,29,50,99.43,0.21,0.36
484030195,13427,54,80,99.01,0.4,0.59
484031001,6558,64,28,98.62,0.96,0.42
484031002,15385,355,176,96.66,2.23,1.11
484031003,9264,315,21,96.5,3.28,0.22
484031004,5744,226,14,95.99,3.78,0.23
484031005,2015,5,8,99.36,0.25,0.39
484031006,8070,299,15,96.25,3.57,0.18
484031007,5412,154,18,96.92,2.76,0.32
484031008,4035,43,9,98.73,1.05,0.22
484031009,5413,138,10,97.34,2.48,0.18
484031010,2387,7,8,99.38,0.29,0.33
484031011,5730,124,12,97.68,2.11,0.2
484031012,3559,79,15,97.43,2.16,0.41
484031013,8574,426,51,94.73,4.71,0.56
484031014,1550,19,13,97.98,1.2,0.82
484031015,4895,27,27,98.91,0.55,0.55
484031016,2812,0,0,100.0,0.0,0.0
484031017,4430,13,16,99.35,0.29,0.36
484031018,2920,91,8,96.72,3.01,0.26
484031019,31794,216,455,97.93,0.67,1.4
484031020,3867,190,22,94.8,4.66,0.54
484031021,7231,76,57,98.19,1.03,0.77
484031022,4116,10,20,99.28,0.24,0.48
484031023,5746,154,4,97.32,2.61,0.07
484031024,3058,61,20,97.42,1.94,0.64
484031025,4799,134,2,97.24,2.72,0.04
484031026,3225,241,5,92.91,6.94,0.14
484031027,7481,939,6,88.78,11.14,0.07
484031028,2344,98,12,95.52,3.99,0.49
484031029,5152,164,24,96.48,3.07,0.45
484031030,3498,22,4,99.26,0.62,0.11
484031031,2741,16,6,99.2,0.58,0.22
484031032,14919,332,0,97.82,2.18,0.0
484031033,17716,420,100,97.15,2.3,0.55
484031034,6612,22,22,99.34,0.33,0.33
484031035,5373,138,31,96.95,2.49,0.56
484031036,6144,26,26,99.16,0.42,0.42
484031037,4789,20,28,99.01,0.41,0.58
484031038,30199,1834,125,93.91,5.7,0.39
484031039,3695,68,22,97.62,1.8,0.58
484031040,25570,1296,108,94.79,4.8,0.4
484031041,70381,7638,253,89.92,9.76,0.32
484031042,6214,10,20,99.52,0.16,0.32
484031043,2730,17,7,99.13,0.62,0.25
484031044,6707,42,64,98.44,0.62,0.94
484031045,2416,18,7,98.98,0.74,0.29
484031046,2789,88,0,96.94,3.06,0.0
484031047,5006,116,7,97.6,2.26,0.14
484031048,20778,372,64,97.94,1.75,0.3
484031049,3216,35,6,98.74,1.07,0.18
484031050,525468,287313,13535,63.59,34.77,1.64
484031051,2965,90,0,97.05,2.95,0.0
484031052,31938,2548,32,92.53,7.38,0.09
484031053,12256,628,8,95.07,4.87,0.06
484031054,2681,42,14,97.95,1.53,0.51
484031055,5814,46,14,98.98,0.78,0.24
484031056,27900,2952,133,90.04,9.53,0.43
484031057,5911,314,38,94.38,5.01,0.61
484031058,23591,1740,60,92.91,6.85,0.24
484031059,42457,11245,260,78.68,20.84,0.48
484031060,912,14,2,98.28,1.51,0.22
484031061,3092,241,17,92.3,7.19,0.51
484031062,4439,115,27,96.9,2.51,0.59
484031063,4916,53,17,98.6,1.06,0.34
484031064,1605,0,5,99.69,0.0,0.31
484031065,1746,82,0,95.51,4.49,0.0
484031066,3733,56,17,98.08,1.47,0.45
484031067,9492,72,66,98.57,0.75,0.69
484031068,2995,83,20,96.68,2.68,0.65
484031069,7616,8,102,98.58,0.1,1.32
484031070,3798,96,13,97.21,2.46,0.33
484031071,1662,19,6,98.52,1.13,0.36
484031072,1823,23,2,98.65,1.24,0.11
484031073,4416,15,12,99.39,0.34,0.27
484031074,3510,56,27,97.69,1.56,0.75
484031075,6570,46,28,98.89,0.69,0.42
484031076,15886,322,146,97.14,1.97,0.89
484031077,2569,14,19,98.73,0.54,0.73
484031078,3575,78,16,97.44,2.13,0.44
484031079,37314,2776,131,92.77,6.9,0.33
484031080,9100,303,63,96.13,3.2,0.67
484031081,3046,7,24,98.99,0.23,0.78
484031082,3220,273,17,91.74,7.78,0.48
484031083,1618,66,3,95.91,3.91,0.18
484031084,6864,90,0,98.71,1.29,0.0
484031085,14036,349,8,97.52,2.42,0.06
484031086,2193,12,0,99.46,0.54,0.0
484031087,4629,56,5,98.7,1.19,0.11
484031088,1939,16,13,98.53,0.81,0.66
484031089,34501,4070,84,89.25,10.53,0.22
484031090,6964,70,62,98.14,0.99,0.87
484031091,10155,168,12,98.26,1.63,0.12
484031092,6371,14,37,99.21,0.22,0.58
484031093,15270,1538,105,90.29,9.09,0.62
484031094,4720,14,8,99.54,0.3,0.17
484031095,6250,260,30,95.57,3.98,0.46
484031096,68977,4024,192,94.24,5.5,0.26
484031097,3366,63,22,97.54,1.83,0.64
484031098,12555,238,66,97.64,1.85,0.51
484031099,3690,31,54,97.75,0.82,1.43
484031100,3294,127,13,95.92,3.7,0.38
484031101,46470,4728,267,90.29,9.19,0.52
484031102,67087,8277,288,88.68,10.94,0.38
484031103,3203,3,25,99.13,0.09,0.77
484031104,14170,36,57,99.35,0.25,0.4
484031105,2804,39,10,98.28,1.37,0.35
484031106,2089,30,14,97.94,1.41,0.66
484032001,5616,366,14,93.66,6.1,0.23
484032002,4908,74,4,98.44,1.48,0.08
484032003,2422,196,36,91.26,7.39,1.36
484032004,11173,539,96,94.62,4.56,0.81
484032005,37818,5962,249,85.89,13.54,0.57
484032006,8725,202,9,97.64,2.26,0.1
484032007,13914,1751,35,88.62,11.15,0.22
484032008,10940,180,101,97.5,1.6,0.9
484032009,10330,308,50,96.65,2.88,0.47
484032010,174071,36260,1900,82.02,17.09,0.9
484032011,2818,165,2,94.41,5.53,0.07
484032012,6401,64,38,98.43,0.98,0.58
484032013,21374,1040,99,94.94,4.62,0.44
484032014,1567,20,9,98.18,1.25,0.56
484032015,22544,448,126,97.52,1.94,0.55
484032016,124151,51747,571,70.35,29.32,0.32
484032017,4154,130,28,96.34,3.01,0.65
484032018,19571,3630,165,83.76,15.54,0.71
484032019,45916,10305,0,81.67,18.33,0.0
484032020,4412,83,69,96.67,1.82,1.51
484032021,19320,2376,82,88.71,10.91,0.38
484032022,9368,2573,20,78.32,21.51,0.17
484032023,44219,5402,224,88.71,10.84,0.45
484032024,10371,660,120,93.01,5.92,1.08
484032025,18250,154,27,99.02,0.84,0.15
484032026,2640,9,9,99.32,0.34,0.34
484032027,2543,18,18,98.6,0.7,0.7
484032028,19720,1656,159,91.57,7.69,0.74
484032029,2372,119,14,94.69,4.75,0.56
484032030,7363,735,0,90.92,9.08,0.0
484032031,10697,1861,54,84.82,14.76,0.43
484032032,4452,150,0,96.74,3.26,0.0
484032033,24548,3961,63,85.92,13.86,0.22
484032034,16121,393,152,96.73,2.36,0.91
484032035,39002,2459,319,93.35,5.89,0.76
484032036,16939,240,20,98.49,1.4,0.12
484032037,68969,1428,162,97.75,2.02,0.23
484032038,57479,5962,379,90.06,9.34,0.59
484032039,20878,530,89,97.12,2.47,0.41
484032040,55658,6126,75,89.98,9.9,0.12
484032041,1309,32,0,97.61,2.39,0.0
484032042,14976,780,0,95.05,4.95,0.0
484032043,6573,777,45,88.88,10.51,0.61
484032044,6225,339,18,94.58,5.15,0.27
484032045,23000,3770,36,85.8,14.06,0.13
484032046,31155,2214,231,92.72,6.59,0.69
484032047,10702,195,114,97.19,1.77,1.04
484032048,33167,1399,634,94.22,3.97,1.8
484032049,17896,752,47,95.73,4.02,0.25
484032050,11733,1048,56,91.4,8.16,0.44
484032051,17287,392,128,97.08,2.2,0.72
484032052,26902,1859,44,93.39,6.45,0.15
484032053,86770,50790,884,62.68,36.69,0.64
