GEOLEV2,INDIG_YES_POP,INDIG_NO_POP,INDIG_UK_POP,INDIG_YES_PCT,INDIG_NO_PCT,INDIGS_UK_PCT
484001001,65768,912268,212,6.72,93.26,0.02
484001002,1643,46632,0,3.4,96.6,0.0
484001003,2308,52564,147,4.19,95.54,0.27
484001004,1030,14905,24,6.45,93.4,0.15
484001005,7966,114554,24,6.5,93.48,0.02
484001006,3277,95086,14,3.33,96.65,0.01
484001007,599,8269,0,6.75,93.25,0.0
484001008,609,20573,0,2.88,97.12,0.0
484002001,89228,441185,1636,16.77,82.92,0.31
484002002,48948,954007,1637,4.87,94.96,0.16
484002004,147503,1895647,6830,7.2,92.47,0.33
484003001,89817,664111,2965,11.87,87.74,0.39
484004001,50141,5938,129,89.21,10.56,0.23
484004003,330518,427879,16356,42.66,55.23,2.11
484004004,26443,4083,14,86.58,13.37,0.05
484004005,96,8125,48,1.16,98.26,0.58
484004006,8989,1909,0,82.48,17.52,0.0
484005001,3,977,2,0.31,99.49,0.2
484005002,1247,152472,68,0.81,99.14,0.04
484005003,254,21561,19,1.16,98.75,0.09
484005004,1032,26911,161,3.67,95.76,0.57
484005005,13,1544,0,0.83,99.17,0.0
484005006,29,27505,42,0.11,99.74,0.15
484005007,10,11933,28,0.08,99.68,0.23
484005008,6,2888,1,0.21,99.76,0.03
484005009,739,54132,207,1.34,98.28,0.38
484005010,211,77143,170,0.27,99.51,0.22
484005011,305,10987,9,2.7,97.22,0.08
484005012,76,1490,0,4.85,95.15,0.0
484005013,0,1616,1,0.0,99.94,0.06
484005014,53,8801,3,0.6,99.37,0.03
484005015,3,1496,0,0.2,99.8,0.0
484005016,9,1683,1,0.53,99.41,0.06
484005017,2745,109536,153,2.44,97.42,0.14
484005018,7536,217272,926,3.34,96.25,0.41
484005019,56,7449,9,0.75,99.13,0.12
484005020,663,66825,63,0.98,98.93,0.09
484005021,21,6250,0,0.33,99.67,0.0
484005022,397,30942,10,1.27,98.7,0.03
484005023,218,8778,26,2.42,97.3,0.29
484005024,1364,40469,113,3.25,96.48,0.27
484005025,1146,164388,195,0.69,99.19,0.12
484005026,7,3040,4,0.23,99.64,0.13
484005027,4420,109701,491,3.86,95.72,0.43
484005028,1925,59382,130,3.13,96.66,0.21
484005029,3,2335,5,0.13,99.66,0.21
484005030,21289,805902,5503,2.56,96.78,0.66
484005031,313,23095,110,1.33,98.2,0.47
484005032,118,39620,246,0.3,99.09,0.62
484005033,362,94469,242,0.38,99.36,0.25
484005034,33,6043,12,0.54,99.26,0.2
484005035,16130,664896,2541,2.36,97.27,0.37
484005036,421,18624,48,2.2,97.54,0.25
484005037,149,5614,27,2.57,96.96,0.47
484005038,111,12279,10,0.9,99.02,0.08
484006001,12582,195112,704,6.04,93.62,0.34
484006002,21388,127612,93,14.35,85.59,0.06
484006003,10414,10384,49,49.95,49.81,0.24
484006004,2811,17090,8,14.12,85.84,0.04
484006005,3974,25998,14,13.25,86.7,0.05
484006006,2605,2801,0,48.19,51.81,0.0
484006007,2740,6967,14,28.19,71.67,0.14
484006008,18768,91700,12,16.99,83.0,0.01
484006009,16639,127568,114,11.53,88.39,0.08
484007001,232,16556,44,1.38,98.36,0.26
484007002,11201,124890,160,8.22,91.66,0.12
484007003,394,24699,112,1.56,97.99,0.44
484007004,30244,3481,0,89.68,10.32,0.0
484007005,17619,4972,23,77.91,21.99,0.1
484007006,3304,26403,83,11.09,88.63,0.28
484007007,9613,882,1,91.59,8.4,0.01
484007008,2470,35051,38,6.58,93.32,0.1
484007009,2972,36113,73,7.59,92.22,0.19
484007010,494,6417,6,7.14,92.77,0.09
484007011,846,18099,53,4.45,95.27,0.28
484007012,5257,55778,29,8.61,91.34,0.05
484007013,21862,12206,158,63.88,35.66,0.46
484007014,21212,1139,2,94.9,5.1,0.01
484007015,800,45827,66,1.71,98.15,0.14
484007016,2007,14509,16,12.14,87.76,0.1
484007017,10025,71286,308,12.28,87.34,0.38
484007018,6149,3035,0,66.95,33.05,0.0
484007019,11966,145365,0,7.61,92.39,0.0
484007020,4298,42664,0,9.15,90.85,0.0
484007021,12351,8458,39,59.24,40.57,0.19
484007022,19517,208,0,98.95,1.05,0.0
484007023,92211,1563,17,98.32,1.67,0.02
484007024,12114,101,4,99.14,0.83,0.03
484007025,6523,335,3,95.07,4.88,0.04
484007026,50161,1201,1,97.66,2.34,0.0
484007028,423,5417,1,7.24,92.74,0.02
484007029,633,4417,18,12.49,87.15,0.36
484007030,1742,32770,16,5.05,94.91,0.05
484007031,124170,1739,0,98.62,1.38,0.0
484007032,1827,27047,77,6.31,93.42,0.27
484007033,6297,416,14,93.61,6.18,0.21
484007034,6311,69354,0,8.34,91.66,0.0
484007035,96,13364,29,0.71,99.07,0.21
484007036,633,6495,25,8.85,90.8,0.35
484007037,908,33439,6,2.64,97.34,0.02
484007038,20195,1119,50,94.53,5.24,0.23
484007039,20434,5262,36,79.41,20.45,0.14
484007040,3881,46205,7,7.75,92.24,0.01
484007041,3843,39640,0,8.84,91.16,0.0
484007042,6811,3622,38,65.05,34.59,0.36
484007043,6439,3831,20,62.58,37.23,0.19
484007044,8449,18728,16,31.07,68.87,0.06
484007045,2320,3445,0,40.24,59.76,0.0
484007046,5048,33641,0,13.05,86.95,0.0
484007047,16505,6391,33,71.98,27.87,0.14
484007048,5031,15494,58,24.44,75.28,0.28
484007049,32304,309,0,99.05,0.95,0.0
484007050,246,4733,6,4.93,94.94,0.12
484007051,2987,40346,53,6.88,92.99,0.12
484007052,107819,37288,11,74.3,25.69,0.01
484007053,2273,5187,12,30.42,69.42,0.16
484007054,233,26108,22,0.88,99.03,0.08
484007055,746,4797,7,13.44,86.43,0.13
484007056,12067,107,2,99.1,0.88,0.02
484007057,5715,65241,44,8.05,91.89,0.06
484007058,2192,2260,0,49.24,50.76,0.0
484007059,244792,39590,87,86.05,13.92,0.03
484007060,12448,328,0,97.43,2.57,0.0
484007061,42926,90471,329,32.1,67.65,0.25
484007062,3355,13747,147,19.45,79.7,0.85
484007063,747,2979,0,20.05,79.95,0.0
484007064,49445,1061,8,97.88,2.1,0.02
484007065,74253,48867,110,60.26,39.66,0.09
484007066,21835,2410,9,90.03,9.94,0.04
484007067,8798,2445,18,78.13,21.71,0.16
484007068,3226,26909,107,10.67,88.98,0.35
484007069,2736,46021,27,5.61,94.34,0.06
484007070,2438,9033,19,21.22,78.62,0.17
484007071,1021,26338,30,3.73,96.16,0.11
484007072,36132,21212,282,62.7,36.81,0.49
484007074,2637,39691,232,6.2,93.26,0.55
484007075,5680,21513,0,20.89,79.11,0.0
484007076,26002,1656,5,94.0,5.99,0.02
484007077,56701,2946,12,95.04,4.94,0.02
484007078,97970,105333,290,48.12,51.74,0.14
484007079,4747,34773,18,12.01,87.95,0.05
484007080,184,27819,10915,0.47,71.48,28.05
484007081,39225,14065,179,73.36,26.3,0.33
484007082,13604,684,1,95.21,4.79,0.01
484007083,2481,15512,15,13.78,86.14,0.08
484007084,3764,4205,14,47.15,52.67,0.18
484007085,5083,5032,9,50.21,49.7,0.09
484007086,368,23898,18,1.52,98.41,0.07
484007087,597,38370,21,1.53,98.41,0.05
484007088,1241,926,0,57.27,42.73,0.0
484007089,8052,321043,1217,2.44,97.19,0.37
484007090,4047,97,0,97.66,2.34,0.0
484007093,43433,885,3,98.0,2.0,0.01
484007094,29302,16911,11,63.39,36.58,0.02
484007095,76465,1037,8,98.65,1.34,0.01
484007096,1196,85595,170,1.38,98.43,0.2
484007097,1868,4860,12,27.72,72.11,0.18
484007098,11445,66569,0,14.67,85.33,0.0
484007099,34611,695,0,98.03,1.97,0.0
484007100,31202,540486,2671,5.43,94.1,0.47
484007101,936,37636,132,2.42,97.24,0.34
484007102,2099,26491,0,7.34,92.66,0.0
484007103,1096,14724,0,6.93,93.07,0.0
484007104,1543,13516,16,10.24,89.66,0.11
484007105,44910,18236,103,71.01,28.83,0.16
484007106,4693,71319,535,6.13,93.17,0.7
484007107,3028,100821,41,2.91,97.05,0.04
484007108,32544,4478,6,87.89,12.09,0.02
484007109,3824,3161,17,54.61,45.14,0.24
484007110,41550,696,6,98.34,1.65,0.01
484008001,1382,12332,179,9.95,88.76,1.29
484008002,1476,23326,21,5.95,93.97,0.08
484008003,338,7714,41,4.18,95.32,0.51
484008004,436,19758,61,2.15,97.55,0.3
484008005,629,24089,41,2.54,97.29,0.17
484008006,674,4831,10,12.22,87.6,0.18
484008007,53768,18678,30,74.19,25.77,0.04
484008008,11346,10311,122,52.1,47.34,0.56
484008009,2499,21305,15,10.49,89.45,0.06
484008010,1135,45941,180,2.4,97.22,0.38
484008011,5134,2427,4,67.87,32.08,0.05
484008012,1129,10031,0,10.12,89.88,0.0
484008013,70,1869,0,3.61,96.39,0.0
484008014,42,1131,8,3.56,95.77,0.68
484008015,145,3385,0,4.11,95.89,0.0
484008016,12776,158658,147,7.45,92.47,0.09
484008017,572,4276,5,11.79,88.11,0.1
484008018,78035,817754,2284,8.69,91.06,0.25
484008019,3116,2737,27,52.99,46.55,0.46
484008020,10895,131318,435,7.64,92.06,0.3
484008021,152,2243,5,6.33,93.46,0.21
484008022,389,5770,2,6.31,93.65,0.03
484008023,87,3576,7,2.37,97.44,0.19
484008024,1366,5351,12,20.3,79.52,0.18
484008025,107,2251,5,4.53,95.26,0.21
484008026,12,3978,0,0.3,99.7,0.0
484008027,26964,19807,145,57.47,42.22,0.31
484008028,3755,3855,52,49.01,50.31,0.68
484008029,10393,23066,127,30.94,68.68,0.38
484008030,6949,103197,163,6.3,93.55,0.15
484008031,55,725,0,7.05,92.95,0.0
484008032,47,4959,1,0.94,99.04,0.02
484008033,783,9387,3,7.7,92.27,0.03
484008034,1763,36496,202,4.58,94.89,0.53
484008035,87116,1352358,2508,6.04,93.78,0.17
484008036,160,4564,0,3.39,96.61,0.0
484008037,299,3561,0,7.75,92.25,0.0
484008038,5902,17841,16,24.84,75.09,0.07
484008039,701,517,2,57.46,42.38,0.16
484008040,14,1127,5,1.22,98.34,0.44
484008041,93,2543,2,3.53,96.4,0.08
484008042,458,3628,2,11.2,88.75,0.05
484008043,1114,41349,0,2.62,97.38,0.0
484008044,5142,1435,0,78.18,21.82,0.0
484008045,884,3260,9,21.29,78.5,0.22
484008046,1189,20467,57,5.48,94.26,0.26
484008047,1967,658,1,74.9,25.06,0.04
484008048,5817,56390,125,9.33,90.47,0.2
484008049,1954,5542,42,25.92,73.52,0.56
484008050,267,22635,212,1.16,97.93,0.92
484008051,55,4801,17,1.13,98.52,0.35
484008052,85,7206,4,1.17,98.78,0.05
484008053,348,15854,4,2.15,97.83,0.02
484008054,330,1674,0,16.47,83.53,0.0
484008055,846,1272,5,39.85,59.92,0.24
484008056,36,2553,1,1.39,98.57,0.04
484008057,447,4284,26,9.4,90.06,0.55
484008058,1762,9144,23,16.12,83.67,0.21
484008059,116,3206,1,3.49,96.48,0.03
484008060,110,28002,121,0.39,99.18,0.43
484008061,2257,2811,14,44.41,55.31,0.28
484008062,130,1250,1,9.41,90.51,0.07
484008063,10823,5029,0,68.28,31.72,0.0
484008064,3983,2161,1,64.82,35.17,0.02
484008065,174,4357,4,3.84,96.07,0.09
484009001,440685,4799683,26312,8.37,91.13,0.5
484009002,220874,1965482,734,10.1,89.87,0.03
484009003,19846,219300,314,8.29,91.58,0.13
484009004,42554,103518,0,29.13,70.87,0.0
484009005,36635,342060,45,9.67,90.32,0.01
484009006,64754,607811,844,9.62,90.26,0.13
484010001,3977,51773,38,7.13,92.8,0.07
484010002,12,4010,0,0.3,99.7,0.0
484010003,85,3764,0,2.21,97.79,0.0
484010004,2063,30892,0,6.26,93.74,0.0
484010005,45188,605512,1656,6.93,92.82,0.25
484010006,171,9228,12,1.82,98.06,0.13
484010007,23206,324061,2121,6.64,92.75,0.61
484010008,602,33930,62,1.74,98.08,0.18
484010009,1497,7701,33,16.22,83.43,0.36
484010010,147,3514,3,4.01,95.91,0.08
484010011,158,4373,8,3.48,96.34,0.18
484010012,4162,149795,290,2.7,97.11,0.19
484010013,1563,23258,215,6.24,92.9,0.86
484010014,37962,4874,158,88.3,11.34,0.37
484010015,15,12209,13,0.12,99.77,0.11
484010016,1380,16592,4,7.68,92.3,0.02
484010017,1445,6171,33,18.89,80.68,0.43
484010018,1052,8766,28,10.68,89.03,0.28
484010019,139,4438,0,3.04,96.96,0.0
484010020,88,12000,0,0.73,99.27,0.0
484010021,173,10323,0,1.65,98.35,0.0
484010022,3048,21213,10,12.56,87.4,0.04
484010023,8609,38925,0,18.11,81.89,0.0
484010024,504,11593,41,4.15,95.51,0.34
484010025,306,2399,13,11.26,88.26,0.48
484010026,49,15964,47,0.31,99.4,0.29
484010027,41,4951,5,0.82,99.08,0.1
484010028,215,11163,0,1.89,98.11,0.0
484010029,0,1974,1,0.0,99.95,0.05
484010030,83,1459,0,5.38,94.62,0.0
484010031,1315,5050,5,20.64,79.28,0.08
484010032,3700,41945,0,8.11,91.89,0.0
484010033,1352,5138,6,20.81,79.09,0.09
484010034,3755,20264,162,15.53,83.8,0.67
484010035,1784,9002,6,16.53,83.41,0.06
484010036,1335,18479,209,6.67,92.29,1.04
484010037,828,7718,30,9.65,90.0,0.35
484010038,822,21032,53,3.75,96.01,0.24
484011001,531,86569,21,0.61,99.37,0.02
484011002,3684,99155,685,3.56,95.78,0.66
484011003,1609,164015,240,0.97,98.89,0.14
484011004,8084,52089,189,13.39,86.29,0.31
484011005,11927,100122,183,10.63,89.21,0.16
484011006,2189,2879,3,43.17,56.77,0.06
484011007,42158,451276,3895,8.48,90.74,0.78
484011008,1802,37027,29,4.64,95.29,0.07
484011009,1978,75112,187,2.56,97.2,0.24
484011010,920,9623,4,8.72,91.24,0.04
484011011,5304,88003,19,5.68,94.3,0.02
484011012,1000,28089,22,3.44,96.49,0.08
484011013,736,24857,11,2.87,97.08,0.04
484011014,20182,130264,799,13.34,86.13,0.53
484011015,8452,175211,616,4.59,95.08,0.33
484011016,842,19147,72,4.2,95.44,0.36
484011017,18862,534959,2436,3.39,96.17,0.44
484011018,4545,32084,74,12.38,87.42,0.2
484011019,491,46572,40,1.04,98.87,0.08
484011020,132562,1483183,10004,8.15,91.23,0.62
484011021,736,44634,178,1.62,97.99,0.39
484011022,1166,21918,39,5.04,94.79,0.17
484011023,1408,143337,773,0.97,98.5,0.53
484011024,318,11380,8,2.72,97.22,0.07
484011025,3383,75326,51,4.3,95.64,0.06
484011026,678,61055,68,1.1,98.79,0.11
484011027,10487,248906,1032,4.03,95.58,0.4
484011028,4978,85141,320,5.5,94.14,0.35
484011029,535,38067,13,1.39,98.58,0.03
484011030,1743,108823,213,1.57,98.23,0.19
484011031,2325,120216,266,1.89,97.89,0.22
484011032,3403,80651,381,4.03,95.52,0.45
484011033,8859,111926,171,7.32,92.53,0.14
484011034,709,4667,3,13.18,86.76,0.06
484011035,1690,76264,112,2.16,97.69,0.14
484011036,572,5811,0,8.96,91.04,0.0
484011037,10487,179046,2348,5.47,93.31,1.22
484011038,223,10513,47,2.07,97.5,0.44
484011039,1725,32572,20,5.03,94.92,0.06
484011040,14304,4386,36,76.39,23.42,0.19
484011041,1081,57724,51,1.84,98.08,0.09
484011042,14053,126774,256,9.96,89.86,0.18
484011043,9064,10773,38,45.61,54.2,0.19
484011044,6828,55274,120,10.97,88.83,0.19
484011045,835,9553,9,8.03,91.88,0.09
484011046,2790,62388,96,4.27,95.58,0.15
484012001,143118,595783,4317,19.26,80.16,0.58
484012002,20123,2968,100,86.77,12.8,0.43
484012003,1803,32943,108,5.17,94.52,0.31
484012004,18749,532,0,97.24,2.76,0.0
484012005,5547,1660,18,76.78,22.98,0.25
484012006,2202,8135,19,21.26,78.55,0.18
484012007,1350,29735,119,4.33,95.29,0.38
484012008,5842,2696,12,68.33,31.53,0.14
484012009,5162,86,2,98.32,1.64,0.04
484012010,25214,1037,1,96.05,3.95,0.0
484012011,3233,54388,189,5.59,94.08,0.33
484012012,24739,40026,104,38.14,61.7,0.16
484012013,11597,23257,35,33.24,66.66,0.1
484012014,930,13876,12,6.28,93.64,0.08
484012015,2815,9557,10,22.73,77.18,0.08
484012016,172,11348,37,1.49,98.19,0.32
484012017,2644,12006,35,18.0,81.76,0.24
484012018,3217,10371,19,23.64,76.22,0.14
484012019,13825,575,2,95.99,3.99,0.01
484012020,19225,423,0,97.85,2.15,0.0
484012021,5911,63472,264,8.49,91.13,0.38
484012022,1277,34621,417,3.52,95.34,1.15
484012023,6214,18860,5,24.78,75.2,0.02
484012024,6935,329,26,95.13,4.51,0.36
484012025,5428,10465,3,34.15,65.83,0.02
484012026,3368,4441,9,43.08,56.8,0.12
484012027,70,19182,88,0.36,99.18,0.46
484012028,84583,46691,552,64.16,35.42,0.42
484012029,60148,202833,1436,22.75,76.71,0.54
484012030,2641,18160,41,12.67,87.13,0.2
484012031,551,5262,23,9.44,90.16,0.39
484012032,578,33722,205,1.68,97.73,0.59
484012033,12413,3860,63,75.99,23.63,0.39
484012034,13437,20765,145,39.12,60.46,0.42
484012035,30584,114049,624,21.06,78.52,0.43
484012036,5613,5449,0,50.74,49.26,0.0
484012037,4114,1662,10,71.1,28.72,0.17
