GEOLEV2,INT_NO_HH,INT_YES_HH,INT_UK_HH,INT_NO_PCT,INT_YES_PCT,INT_UK_PCT
484024041,11187,2228,0,83.39,16.61,0.0
484024042,7041,870,0,89.0,11.0,0.0
484024043,6077,1450,0,80.74,19.26,0.0
484024044,11232,2936,0,79.28,20.72,0.0
484024045,14460,3722,0,79.53,20.47,0.0
484024046,5614,3632,0,60.72,39.28,0.0
484024047,2689,2576,0,51.07,48.93,0.0
484024048,30142,8178,31,78.6,21.32,0.08
484024049,40702,11994,6,77.23,22.76,0.01
484024050,26125,6503,15,80.03,19.92,0.05
484024051,7929,2359,4,77.04,22.92,0.04
484024052,29573,2957,0,90.91,9.09,0.0
484024053,45915,3691,0,92.56,7.44,0.0
484024054,20762,6528,53,75.93,23.87,0.19
484025001,184159,272903,0,40.29,59.71,0.0
484025002,24886,18713,0,57.08,42.92,0.0
484025003,23992,2451,0,90.73,9.27,0.0
484025004,15048,9761,0,60.66,39.34,0.0
484025005,12476,4372,6,74.02,25.94,0.04
484025006,406606,725121,387,35.92,64.05,0.03
484025007,25168,4095,0,86.01,13.99,0.0
484025008,35564,11467,0,75.62,24.38,0.0
484025009,32189,27526,0,53.9,46.1,0.0
484025010,69693,26335,52,72.54,27.41,0.05
484025011,134808,149487,0,47.42,52.58,0.0
484025012,137688,360602,38,27.63,72.36,0.01
484025013,62529,56794,21,52.39,47.59,0.02
484025014,29582,22549,140,56.59,43.14,0.27
484025015,16464,1816,0,90.07,9.93,0.0
484025016,50758,27661,0,64.73,35.27,0.0
484026001,1659,904,0,64.73,35.27,0.0
484026002,23953,66352,248,26.45,73.27,0.27
484026003,19594,5354,0,78.54,21.46,0.0
484026004,5436,3997,0,57.63,42.37,0.0
484026005,364,805,0,31.14,68.86,0.0
484026006,2323,459,0,83.5,16.5,0.0
484026007,501,125,0,80.03,19.97,0.0
484026008,394,585,0,40.25,59.75,0.0
484026009,480,277,0,63.41,36.59,0.0
484026010,774,442,3,63.49,36.26,0.25
484026011,1284,188,1,87.17,12.76,0.07
484026012,14367,8388,0,63.14,36.86,0.0
484026013,492,1328,0,27.03,72.97,0.0
484026014,1555,1621,0,48.96,51.04,0.0
484026015,772,397,0,66.04,33.96,0.0
484026016,2410,2577,0,48.33,51.67,0.0
484026017,36123,51028,0,41.45,58.55,0.0
484026018,166206,268509,386,38.2,61.71,0.09
484026019,9007,30316,0,22.91,77.09,0.0
484026020,3083,1833,0,62.71,37.29,0.0
484026021,1572,251,6,85.95,13.72,0.33
484026022,651,212,0,75.43,24.57,0.0
484026023,3053,2776,0,52.38,47.62,0.0
484026024,247,508,0,32.72,67.28,0.0
484026025,21075,29164,24,41.93,58.02,0.05
484026026,50033,32635,20,60.51,39.47,0.02
484026027,4615,4426,0,51.05,48.95,0.0
484026028,836,173,0,82.85,17.15,0.0
484026029,76073,93843,80,44.75,55.2,0.05
484026030,216960,706742,905,23.47,76.44,0.1
484026031,725,460,0,61.18,38.82,0.0
484026032,376,514,0,42.25,57.75,0.0
484026033,52308,25010,0,67.65,32.35,0.0
484026034,302,637,1,32.13,67.77,0.11
484026035,4543,7223,31,38.51,61.23,0.26
484026036,12826,20060,24,38.97,60.95,0.07
484026037,714,387,0,64.85,35.15,0.0
484026038,2158,3009,0,41.77,58.23,0.0
484026039,2787,2810,0,49.79,50.21,0.0
484026040,1257,276,0,82.0,18.0,0.0
484026041,3057,11212,9,21.41,78.53,0.06
484026042,87653,76130,0,53.52,46.48,0.0
484026043,56491,206386,4,21.49,78.51,0.0
484026044,61,285,0,17.63,82.37,0.0
484026045,1464,955,13,60.2,39.27,0.53
484026046,326,172,0,65.46,34.54,0.0
484026047,4865,4200,0,53.67,46.33,0.0
484026048,25087,49741,0,33.53,66.47,0.0
484026049,2868,183,1,93.97,6.0,0.03
484026050,1076,414,0,72.21,27.79,0.0
484026051,3770,1058,0,78.09,21.91,0.0
484026052,3022,2215,0,57.7,42.3,0.0
484026053,283,86,0,76.69,23.31,0.0
484026054,325,214,0,60.3,39.7,0.0
484026055,56306,139693,0,28.73,71.27,0.0
484026056,5937,4733,8,55.6,44.32,0.07
484026057,873,586,0,59.84,40.16,0.0
484026058,6543,9634,0,40.45,59.55,0.0
484026059,1202,510,0,70.21,29.79,0.0
484026060,1809,179,0,91.0,9.0,0.0
484026061,654,715,0,47.77,52.23,0.0
484026062,826,289,0,74.08,25.92,0.0
484026063,478,698,0,40.65,59.35,0.0
484026064,1131,243,0,82.31,17.69,0.0
484026065,1375,100,0,93.22,6.78,0.0
484026066,3556,4910,0,42.0,58.0,0.0
484026067,889,540,0,62.21,37.79,0.0
484026068,744,295,0,71.61,28.39,0.0
484026069,3781,998,0,79.12,20.88,0.0
484027001,49292,9164,0,84.32,15.68,0.0
484027002,169785,72383,0,70.11,29.89,0.0
484027003,67719,39805,0,62.98,37.02,0.0
484027004,266088,414258,33,39.11,60.89,0.0
484027005,150182,63566,52,70.24,29.73,0.02
484027006,87553,49353,0,63.95,36.05,0.0
484027007,22786,9368,0,70.87,29.13,0.0
484027008,145713,44386,0,76.65,23.35,0.0
484027009,28136,9579,0,74.6,25.4,0.0
484027010,72515,18624,0,79.57,20.43,0.0
484027011,27315,3437,25,88.75,11.17,0.08
484027012,92575,65595,25,58.52,41.46,0.02
484027013,78646,71514,60,52.35,47.61,0.04
484027014,50894,45772,0,52.65,47.35,0.0
484027015,40239,7470,0,84.34,15.66,0.0
484027016,43519,14986,0,74.39,25.61,0.0
484027017,39030,22351,30,63.56,36.4,0.05
484028001,6010,3802,0,61.25,38.75,0.0
484028002,15763,12853,0,55.08,44.92,0.0
484028003,109356,158183,62,40.87,59.11,0.02
484028004,6024,2817,0,68.14,31.86,0.0
484028005,3797,389,0,90.71,9.29,0.0
484028006,5471,2061,0,72.64,27.36,0.0
484028007,10885,5617,0,65.96,34.04,0.0
484028008,3280,856,0,79.3,20.7,0.0
484028009,39978,165815,0,19.43,80.57,0.0
484028010,1589,78,0,95.32,4.68,0.0
484028011,6746,1510,0,81.71,18.29,0.0
484028012,26286,14974,0,63.71,36.29,0.0
484028013,10650,4298,0,71.25,28.75,0.0
484028014,1741,2016,0,46.34,53.66,0.0
484028015,338729,509378,306,39.93,60.04,0.04
484028016,12804,4149,0,75.53,24.47,0.0
484028017,11576,4351,0,72.68,27.32,0.0
484028018,4864,1504,0,76.38,23.62,0.0
484028019,11809,2771,0,80.99,19.01,0.0
484028020,1117,912,1,55.02,44.93,0.05
484028021,41260,64340,0,39.07,60.93,0.0
484028022,198449,340967,0,36.79,63.21,0.0
484028023,3708,572,0,86.64,13.36,0.0
484028024,2751,3601,2,43.3,56.67,0.03
484028025,7912,18295,0,30.19,69.81,0.0
484028026,2945,750,0,79.7,20.3,0.0
484028027,150160,272904,0,35.49,64.51,0.0
484028028,2283,1523,0,59.98,40.02,0.0
484028029,10132,2838,0,78.12,21.88,0.0
484028030,9569,3950,0,70.78,29.22,0.0
484028031,1248,641,0,66.07,33.93,0.0
484028032,7190,182,20,97.27,2.46,0.27
484028033,31737,19524,0,61.91,38.09,0.0
484028034,903,19,0,97.94,2.06,0.0
484028035,11788,11347,0,50.95,49.05,0.0
484028036,71407,224219,17,24.15,75.84,0.01
484028037,24067,4134,0,85.34,14.66,0.0
484028038,24114,35785,0,40.26,59.74,0.0
484028039,97944,249224,0,28.21,71.79,0.0
484028040,3832,1523,0,71.56,28.44,0.0
484028041,15070,7154,0,67.81,32.19,0.0
484029001,5185,6213,0,45.49,54.51,0.0
484029002,4997,10723,0,31.79,68.21,0.0
484029003,5543,1473,0,79.01,20.99,0.0
484029004,15499,2574,0,85.76,14.24,0.0
484029005,34833,45077,50,43.56,56.37,0.06
484029006,25940,25189,0,50.73,49.27,0.0
484029007,13226,4080,0,76.42,23.58,0.0
484029008,14142,2015,0,87.53,12.47,0.0
484029009,4514,1382,0,76.56,23.44,0.0
484029010,55972,55212,19070,42.97,42.39,14.64
484029011,2025,2725,0,42.63,57.37,0.0
484029012,7420,1915,0,79.49,20.51,0.0
484029013,65039,33461,0,66.03,33.97,0.0
484029014,6990,8159,0,46.14,53.86,0.0
484029015,28784,18063,0,61.44,38.56,0.0
484029016,3815,3675,0,50.93,49.07,0.0
484029017,7612,3980,0,65.67,34.33,0.0
484029018,19167,19290,42,49.79,50.11,0.11
484029019,9214,12968,0,41.54,58.46,0.0
484029020,9096,6531,0,58.21,41.79,0.0
484029021,10309,8342,6,55.26,44.71,0.03
484029022,6162,7972,14,43.55,56.35,0.1
484029023,17433,13454,0,56.44,43.56,0.0
484029024,13703,14385,0,48.79,51.21,0.0
484029025,40787,41693,0,49.45,50.55,0.0
484029026,13623,10493,0,56.49,43.51,0.0
484029027,6882,5939,129,53.14,45.86,1.0
484029028,15447,9707,16,61.37,38.57,0.06
484029029,19129,4727,0,80.19,19.81,0.0
484029030,21528,13706,4,61.09,38.9,0.01
484029031,13724,9805,0,58.33,41.67,0.0
484029032,24056,74691,0,24.36,75.64,0.0
484029033,38989,6288,0,86.11,13.89,0.0
484029034,3469,2827,0,55.1,44.9,0.0
484029035,10246,12280,0,45.49,54.51,0.0
484029036,6650,2547,0,72.31,27.69,0.0
484029037,14532,9895,0,59.49,40.51,0.0
484029038,14738,10756,0,57.81,42.19,0.0
484029039,10040,3626,0,73.47,26.53,0.0
484029040,17786,15627,26,53.19,46.73,0.08
484029041,6661,7510,0,47.0,53.0,0.0
484029042,21383,20704,10,50.79,49.18,0.02
484029043,30465,30237,0,50.19,49.81,0.0
484030001,7555,2126,0,78.04,21.96,0.0
484030002,2499,932,0,72.84,27.16,0.0
484030003,51602,28650,0,64.3,35.7,0.0
484030004,26561,15027,24,63.83,36.11,0.06
484030005,3964,1283,0,75.55,24.45,0.0
484030006,14952,8022,9,65.06,34.9,0.04
484030007,5178,1360,0,79.2,20.8,0.0
484030008,7333,3002,0,70.95,29.05,0.0
484030009,15052,13078,5,53.5,46.48,0.02
484030010,52351,11562,76,81.81,18.07,0.12
484030011,19388,36289,48,34.79,65.12,0.09
484030012,6123,1735,0,77.92,22.08,0.0
484030013,14254,12583,6,53.1,46.88,0.02
484030014,18748,27085,0,40.91,59.09,0.0
484030015,25178,8558,0,74.63,25.37,0.0
484030016,13442,15191,12,46.93,53.03,0.04
484030017,3319,1349,0,71.1,28.9,0.0
484030018,1692,276,1,85.93,14.02,0.05
484030019,4561,2340,0,66.09,33.91,0.0
484030020,9876,1601,0,86.05,13.95,0.0
484030021,14660,8758,0,62.6,37.4,0.0
484030022,17628,4999,0,77.91,22.09,0.0
484030023,39568,9483,0,80.67,19.33,0.0
484030024,13427,3053,0,81.47,18.53,0.0
484030025,20794,6399,0,76.47,23.53,0.0
484030026,9677,16300,0,37.25,62.75,0.0
484030027,13762,2305,6,85.62,14.34,0.04
484030028,36063,107951,146,25.02,74.88,0.1
484030029,11788,1812,0,86.68,13.32,0.0
484030030,21539,20098,0,51.73,48.27,0.0
484030031,15833,2984,0,84.14,15.86,0.0
484030032,31231,17797,0,63.7,36.3,0.0
484030033,21865,2466,15,89.81,10.13,0.06
484030034,27360,12242,0,69.09,30.91,0.0
484030035,9773,1287,0,88.36,11.64,0.0
484030036,7228,3772,10,65.65,34.26,0.09
484030037,7873,294,0,96.4,3.6,0.0
484030038,41825,50078,0,45.51,54.49,0.0
484030039,133956,218454,25,38.01,61.98,0.01
484030040,26902,27930,0,49.06,50.94,0.0
484030041,2076,279,0,88.15,11.85,0.0
484030042,4102,1578,8,72.12,27.74,0.14
484030043,16950,2859,0,85.57,14.43,0.0
484030044,78830,124368,0,38.79,61.21,0.0
484030045,68746,53780,16,56.1,43.89,0.01
484030046,12477,3689,0,77.18,22.82,0.0
484030047,46714,12696,3,78.63,21.37,0.01
484030048,59762,70726,0,45.8,54.2,0.0
484030049,15778,6239,0,71.66,28.34,0.0
484030050,12637,3596,0,77.85,22.15,0.0
484030051,18940,4084,0,82.26,17.74,0.0
484030052,8446,3398,0,71.31,28.69,0.0
484030053,13206,14615,28,47.42,52.48,0.1
484030054,8893,2568,0,77.59,22.41,0.0
484030055,12373,1120,0,91.7,8.3,0.0
484030056,5642,968,0,85.36,14.64,0.0
484030057,12218,1660,0,88.04,11.96,0.0
484030058,44810,8511,0,84.04,15.96,0.0
484030059,16074,6477,34,71.17,28.68,0.15
484030060,8290,7787,15,51.52,48.39,0.09
484030061,149930,152300,86,49.59,50.38,0.03
484030062,13107,7690,0,63.02,36.98,0.0
484030063,10325,3034,0,77.29,22.71,0.0
484030064,3754,256,0,93.62,6.38,0.0
484030065,32058,53293,0,37.56,62.44,0.0
484030066,18854,7699,0,71.01,28.99,0.0
484030067,17832,1216,0,93.62,6.38,0.0
484030068,27337,38931,8,41.25,58.74,0.01
484030069,16462,7595,0,68.43,31.57,0.0
484030070,38577,21278,0,64.45,35.55,0.0
484030071,18657,2959,35,86.17,13.67,0.16
484030072,35917,5322,0,87.09,12.91,0.0
484030073,4452,2788,0,61.49,38.51,0.0
484030074,11896,4578,0,72.21,27.79,0.0
484030075,10934,2416,0,81.9,18.1,0.0
484030076,49783,15348,6,76.43,23.56,0.01
484030077,11504,839,0,93.2,6.8,0.0
484030078,9357,2032,0,82.16,17.84,0.0
484030079,14698,8414,0,63.59,36.41,0.0
484030080,16693,10568,0,61.23,38.77,0.0
484030081,23159,21741,10,51.57,48.41,0.02
484030082,41253,9478,0,81.32,18.68,0.0
484030083,4053,1521,0,72.71,27.29,0.0
484030084,41523,32455,8,56.12,43.87,0.01
484030085,35367,11210,0,75.93,24.07,0.0
484030086,137310,350372,0,28.16,71.84,0.0
484030087,3095,1941,0,61.46,38.54,0.0
484030088,24872,13666,24,64.5,35.44,0.06
484030089,6718,4406,8,60.35,39.58,0.07
484030090,23343,16138,0,59.12,40.88,0.0
484030091,9559,7016,0,57.67,42.33,0.0
484030092,51690,19075,12,73.03,26.95,0.02
484030093,10104,4870,0,67.48,32.52,0.0
484030094,952,561,0,62.92,37.08,0.0
484030095,10670,8328,0,56.16,43.84,0.0
484030096,2753,506,0,84.47,15.53,0.0
484030097,13442,4876,0,73.38,26.62,0.0
484030098,13710,10120,48,57.42,42.38,0.2
484030099,28285,10331,0,73.25,26.75,0.0
484030100,66895,71463,6,48.35,51.65,0.0
484030101,12427,363,0,97.16,2.84,0.0
484030102,61517,4599,0,93.04,6.96,0.0
484030103,46735,48267,50,49.17,50.78,0.05
484030104,2971,1594,0,65.08,34.92,0.0
484030105,2442,483,0,83.49,16.51,0.0
484030106,33922,31352,17,51.96,48.02,0.03
484030107,11908,187,0,98.45,1.55,0.0
484030108,11264,5085,7,68.87,31.09,0.04
484030109,16286,6372,12,71.84,28.11,0.05
484030110,3713,892,0,80.63,19.37,0.0
484030111,7575,2519,8,74.99,24.94,0.08
484030112,23835,13407,64,63.89,35.94,0.17
484030113,11552,5212,0,68.91,31.09,0.0
484030114,17247,6516,6,72.56,27.41,0.03
484030115,30544,92042,0,24.92,75.08,0.0
484030116,4104,1542,0,72.69,27.31,0.0
484030117,7762,2475,0,75.82,24.18,0.0
484030118,21025,1658,0,92.69,7.31,0.0
484030119,16491,1375,3,92.29,7.69,0.02
484030120,64955,30945,0,67.73,32.27,0.0
484030121,104673,53363,0,66.23,33.77,0.0
484030122,23883,7946,0,75.04,24.96,0.0
484030123,20917,12501,0,62.59,37.41,0.0
484030124,26289,1958,0,93.07,6.93,0.0
484030125,41172,34504,0,54.41,45.59,0.0
484030126,15154,2899,0,83.94,16.06,0.0
484030127,45387,6835,0,86.91,13.09,0.0
484030128,67564,120852,78,35.84,64.11,0.04
484030129,15685,4511,0,77.66,22.34,0.0
484030130,30116,27783,0,52.01,47.99,0.0
484030131,13035,10339,0,55.77,44.23,0.0
484030132,18147,5895,0,75.48,24.52,0.0
484030133,4866,3468,0,58.39,41.61,0.0
484030134,6005,270,4,95.64,4.3,0.06
484030135,14831,26911,0,35.53,64.47,0.0
484030136,4442,1681,0,72.55,27.45,0.0
484030137,2434,680,9,77.94,21.77,0.29
484030138,127461,34149,0,78.87,21.13,0.0
484030139,51774,5238,0,90.81,9.19,0.0
484030140,24568,7352,0,76.97,23.03,0.0
484030141,11623,4903,8,70.3,29.65,0.05
484030142,3461,466,0,88.13,11.87,0.0
484030143,21920,2508,0,89.73,10.27,0.0
484030144,17415,10626,20,62.06,37.87,0.07
484030145,8409,3219,0,72.32,27.68,0.0
484030146,19074,2823,0,87.11,12.89,0.0
484030147,10541,1006,0,91.29,8.71,0.0
484030148,4701,1088,0,81.21,18.79,0.0
484030149,9842,2144,0,82.11,17.89,0.0
484030150,87268,12015,0,87.9,12.1,0.0
484030151,3874,2169,0,64.11,35.89,0.0
484030152,14191,5884,0,70.69,29.31,0.0
484030153,19127,5382,4,78.03,21.96,0.02
484030154,22032,7564,0,74.44,25.56,0.0
484030155,48796,56136,0,46.5,53.5,0.0
484030156,42376,11141,0,79.18,20.82,0.0
484030157,5116,1322,0,79.47,20.53,0.0
484030158,4260,775,0,84.61,15.39,0.0
484030159,11431,5490,10,67.52,32.43,0.06
484030160,5611,3292,0,63.02,36.98,0.0
484030161,7389,2015,0,78.57,21.43,0.0
484030162,14968,1312,4,91.92,8.06,0.02
484030163,10045,710,0,93.4,6.6,0.0
484030164,5203,325,0,94.12,5.88,0.0
484030165,16912,2881,0,85.44,14.56,0.0
484030166,82454,16671,0,83.18,16.82,0.0
484030167,58438,36871,0,61.31,38.69,0.0
484030168,62068,30171,0,67.29,32.71,0.0
484030169,2769,1708,0,61.85,38.15,0.0
484030170,8679,2985,0,74.41,25.59,0.0
484030171,7588,5298,0,58.89,41.11,0.0
484030172,3678,607,0,85.83,14.17,0.0
484030173,8423,2419,0,77.69,22.31,0.0
484030174,21205,16547,7,56.16,43.82,0.02
484030175,12140,7445,0,61.99,38.01,0.0
484030176,33770,27435,0,55.18,44.82,0.0
484030177,7473,459,0,94.21,5.79,0.0
484030178,4005,1533,0,72.32,27.68,0.0
484030179,3425,3773,0,47.58,52.42,0.0
484030180,5101,890,0,85.14,14.86,0.0
484030181,12896,4319,0,74.91,25.09,0.0
484030182,76077,77828,16,49.43,50.56,0.01
484030183,1727,533,0,76.42,23.58,0.0
484030184,13003,17061,0,43.25,56.75,0.0
484030185,11534,8600,10,57.26,42.69,0.05
484030186,215410,388924,135,35.64,64.34,0.02
484030187,8877,3591,0,71.2,28.8,0.0
484030188,5761,141,0,97.61,2.39,0.0
484030189,6410,11394,0,36.0,64.0,0.0
484030190,8126,2942,0,73.42,26.58,0.0
484030191,6229,531,0,92.14,7.86,0.0
484030192,6942,4922,0,58.51,41.49,0.0
484030193,9210,3360,0,73.27,26.73,0.0
484030194,13795,731,0,94.97,5.03,0.0
484030195,11317,3204,0,77.94,22.06,0.0
484031001,4788,1752,0,73.21,26.79,0.0
484031002,9108,7568,0,54.62,45.38,0.0
484031003,7841,4425,3,63.91,36.07,0.02
484031004,3759,2349,0,61.54,38.46,0.0
484031005,1354,811,0,62.54,37.46,0.0
484031006,5668,3471,0,62.02,37.98,0.0
484031007,5122,2368,0,68.38,31.62,0.0
484031008,2587,1351,0,65.69,34.31,0.0
484031009,2881,1586,0,64.5,35.5,0.0
484031010,2462,285,0,89.63,10.37,0.0
484031011,5967,2403,0,71.29,28.71,0.0
484031012,2521,1195,0,67.84,32.16,0.0
484031013,6956,9580,16,42.03,57.88,0.1
484031014,940,775,0,54.81,45.19,0.0
484031015,3303,2259,0,59.39,40.61,0.0
484031016,2322,775,0,74.98,25.02,0.0
484031017,4294,348,1,92.48,7.5,0.02
484031018,2197,1126,0,66.11,33.89,0.0
484031019,21746,16967,0,56.17,43.83,0.0
484031020,2577,1907,6,57.39,42.47,0.13
484031021,7325,1940,0,79.06,20.94,0.0
484031022,4273,37,0,99.14,0.86,0.0
484031023,3763,1090,0,77.54,22.46,0.0
484031024,2403,824,0,74.47,25.53,0.0
484031025,3814,2147,0,63.98,36.02,0.0
484031026,2093,1529,0,57.79,42.21,0.0
484031027,4795,3529,0,57.6,42.4,0.0
484031028,1470,1444,0,50.45,49.55,0.0
484031029,4278,1959,0,68.59,31.41,0.0
484031030,2475,1492,0,62.39,37.61,0.0
484031031,2418,400,0,85.81,14.19,0.0
484031032,9505,7202,0,56.89,43.11,0.0
484031033,13148,8052,0,62.02,37.98,0.0
484031034,5042,1472,0,77.4,22.6,0.0
484031035,5126,1220,0,80.78,19.22,0.0
484031036,5309,2753,8,65.79,34.11,0.1
484031037,3676,1573,0,70.03,29.97,0.0
484031038,24205,10915,0,68.92,31.08,0.0
484031039,1936,2233,0,46.44,53.56,0.0
484031040,20051,8446,0,70.36,29.64,0.0
484031041,62239,79008,134,44.02,55.88,0.09
484031042,3550,2005,0,63.91,36.09,0.0
484031043,3177,226,2,93.3,6.64,0.06
484031044,5878,1598,0,78.62,21.38,0.0
484031045,1445,1211,0,54.41,45.59,0.0
484031046,2363,929,0,71.78,28.22,0.0
484031047,4118,1816,0,69.4,30.6,0.0
484031048,16083,7587,0,67.95,32.05,0.0
484031049,3555,401,0,89.86,10.14,0.0
484031050,228031,763255,845,22.98,76.93,0.09
484031051,1963,1464,0,57.28,42.72,0.0
484031052,24424,13279,0,64.78,35.22,0.0
484031053,7827,5644,0,58.1,41.9,0.0
484031054,1750,1241,0,58.51,41.49,0.0
484031055,4006,3065,0,56.65,43.35,0.0
484031056,13901,19929,0,41.09,58.91,0.0
484031057,2318,5442,0,29.87,70.13,0.0
484031058,19781,6125,0,76.36,23.64,0.0
484031059,15397,50360,0,23.41,76.59,0.0
484031060,520,453,0,53.44,46.56,0.0
484031061,1527,2447,0,38.42,61.58,0.0
484031062,3192,1699,0,65.26,34.74,0.0
484031063,3984,1630,0,70.97,29.03,0.0
484031064,1262,441,0,74.1,25.9,0.0
484031065,646,1471,0,30.51,69.49,0.0
484031066,1721,2494,0,40.83,59.17,0.0
484031067,7601,2440,0,75.7,24.3,0.0
484031068,2305,874,0,72.51,27.49,0.0
484031069,7947,1012,0,88.7,11.3,0.0
484031070,2353,1617,0,59.27,40.73,0.0
484031071,1761,183,0,90.59,9.41,0.0
484031072,1397,460,0,75.23,24.77,0.0
484031073,4383,1459,0,75.03,24.97,0.0
484031074,2658,1117,0,70.41,29.59,0.0
484031075,5199,1702,0,75.34,24.66,0.0
484031076,13964,3929,6,78.02,21.95,0.03
484031077,2379,294,0,89.0,11.0,0.0
484031078,2716,1024,2,72.58,27.37,0.05
484031079,31693,13128,0,70.71,29.29,0.0
484031080,6126,4884,0,55.64,44.36,0.0
484031081,2490,823,0,75.16,24.84,0.0
484031082,2164,1347,0,61.63,38.37,0.0
484031083,1240,660,0,65.26,34.74,0.0
484031084,5978,1060,0,84.94,15.06,0.0
484031085,6048,10572,0,36.39,63.61,0.0
484031086,1953,182,0,91.48,8.52,0.0
484031087,4592,872,0,84.04,15.96,0.0
484031088,1653,264,0,86.23,13.77,0.0
484031089,20120,20197,0,49.9,50.1,0.0
484031090,5070,2413,0,67.75,32.25,0.0
484031091,7365,5123,16,58.9,40.97,0.13
484031092,6458,1389,0,82.3,17.7,0.0
484031093,9819,8582,0,53.36,46.64,0.0
484031094,4901,526,3,90.26,9.69,0.06
484031095,3808,1885,0,66.89,33.11,0.0
484031096,56437,23827,0,70.31,29.69,0.0
484031097,2467,1164,0,67.94,32.06,0.0
484031098,12878,2437,0,84.09,15.91,0.0
484031099,3451,739,0,82.36,17.64,0.0
484031100,2366,1652,0,58.89,41.11,0.0
484031101,35142,33886,0,50.91,49.09,0.0
484031102,36438,48692,0,42.8,57.2,0.0
484031103,2011,1440,0,58.27,41.73,0.0
484031104,14660,1618,0,90.06,9.94,0.0
484031105,1445,1845,5,43.85,55.99,0.15
484031106,1322,886,0,59.87,40.13,0.0
484032001,4265,1977,0,68.33,31.67,0.0
484032002,2207,2722,0,44.78,55.22,0.0
484032003,1201,1075,0,52.77,47.23,0.0
484032004,8071,4488,0,64.26,35.74,0.0
484032005,26214,26081,0,50.13,49.87,0.0
484032006,6090,2164,0,73.78,26.22,0.0
484032007,9102,5454,0,62.53,37.47,0.0
484032008,9996,3447,15,74.28,25.61,0.11
484032009,6734,3323,3,66.94,33.03,0.03
484032010,106152,133495,0,44.3,55.7,0.0
484032011,1451,1907,1,43.2,56.77,0.03
484032012,4924,3244,0,60.28,39.72,0.0
484032013,14264,5903,0,70.73,29.27,0.0
484032014,597,979,0,37.88,62.12,0.0
484032015,15590,7913,0,66.33,33.67,0.0
484032016,68986,162515,125,29.78,70.16,0.05
484032017,2098,2451,0,46.12,53.88,0.0
484032018,13914,11242,0,55.31,44.69,0.0
484032019,23519,36161,0,39.41,60.59,0.0
484032020,2858,1582,0,64.37,35.63,0.0
484032021,11862,7849,0,60.18,39.82,0.0
484032022,5698,6513,0,46.66,53.34,0.0
484032023,35463,17901,11,66.44,33.54,0.02
484032024,8003,5157,0,60.81,39.19,0.0
484032025,14345,3372,0,80.97,19.03,0.0
484032026,2309,411,0,84.89,15.11,0.0
484032027,1102,1349,0,44.96,55.04,0.0
484032028,16377,7233,0,69.36,30.64,0.0
484032029,1230,1217,0,50.27,49.73,0.0
484032030,5915,2740,0,68.34,31.66,0.0
484032031,6924,6271,0,52.47,47.53,0.0
484032032,2383,2142,0,52.66,47.34,0.0
484032033,12113,15729,18,43.48,56.46,0.06
484032034,11630,4654,0,71.42,28.58,0.0
484032035,25183,18877,0,57.16,42.84,0.0
484032036,12824,4753,0,72.96,27.04,0.0
484032037,51077,21077,0,70.79,29.21,0.0
484032038,38865,25514,0,60.37,39.63,0.0
484032039,16001,5831,0,73.29,26.71,0.0
484032040,36165,27406,0,56.89,43.11,0.0
484032041,692,673,0,50.7,49.3,0.0
484032042,9229,7349,0,55.67,44.33,0.0
484032043,4594,3705,8,55.3,44.6,0.1
484032044,4448,2035,2,68.59,31.38,0.03
484032045,11942,15243,0,43.93,56.07,0.0
484032046,19763,12590,0,61.09,38.91,0.0
484032047,5880,4396,0,57.22,42.78,0.0
484032048,23919,10678,0,69.14,30.86,0.0
484032049,11748,7730,0,60.31,39.69,0.0
484032050,6678,6470,0,50.79,49.21,0.0
484032051,14662,4764,0,75.48,24.52,0.0
484032052,12499,18863,0,39.85,60.15,0.0
484032053,30619,117226,0,20.71,79.29,0.0
